Customer_ID,Age,Annual_Income,Spending_Score,Total_Purchases,Average_Order_Value,Total_Spending,Purchase_Frequency,Website_Visits,App_Visits,Email_Opens,Discount_Usage,Returns_Count,Customer_Satisfaction,Days_Since_Last_Purchase,Loyalty_Points,Product_Categories,Online_Purchases,Offline_Purchases,Mobile_Purchases,Coupon_Usage,Support_Calls,Referral_Count,Social_Media_Interactions,Cluster
CUST00197,30,75545.0,60.0,46,655.23,41609.61,19.28,100,49,41,13,2,3.57,32,26777,5,60,61,2,33,6,10,79,0
CUST00198,58,57224.0,48.0,64,337.25,45936.2,10.46,87,51,60,38,9,4.27,98,34361,14,77,3,9,32,10,0,52,1
CUST00199,20,115945.0,29.0,91,454.77,32559.44,22.06,147,33,45,28,10,3.24,43,14758,10,4,64,42,3,7,11,155,0
CUST00200,56,31224.0,97.0,51,1076.51,5351.02,16.39,140,30,85,5,8,2.02,351,29521,2,17,61,18,37,13,8,17,0
CUST00201,23,58738.0,10.0,50,806.43,20220.96,22.53,15,76,88,6,1,2.05,334,20529,12,43,1,13,29,1,8,153,0
CUST00202,25,81731.0,58.0,6,949.12,36501.17,15.78,101,15,60,36,3,1.16,310,23091,11,30,8,20,19,9,4,101,0
CUST00203,44,26070.0,60.0,59,556.13,39035.08,3.72,29,82,17,17,7,2.22,47,39794,11,20,56,42,25,15,14,134,1
CUST00204,26,144161.0,21.0,15,763.69,6087.29,8.09,114,92,69,22,5,3.98,270,31381,5,46,44,27,14,15,1,172,0
CUST00205,54,26666.0,28.0,30,313.09,201.53,5.44,107,23,81,43,13,1.19,311,35380,12,29,17,20,6,18,8,97,1
CUST00206,50,75761.0,75.0,42,852.44,35664.42,22.77,108,94,79,37,6,1.88,63,30932,7,54,47,35,6,10,12,44,0
CUST00207,68,54368.0,34.0,37,524.57,17958.49,19.13,130,45,14,0,12,3.82,19,44097,2,67,41,23,28,5,11,198,1
CUST00208,59,59914.0,8.0,42,542.2,12873.17,17.07,84,62,47,3,6,4.13,347,1908,14,68,40,53,22,5,12,34,0
CUST00209,61,145738.0,59.0,35,786.2,842.29,7.87,15,15,71,43,1,2.82,101,39722,13,40,74,37,33,6,7,179,0
CUST00210,41,85526.0,86.0,87,1124.81,27106.91,5.01,132,46,12,46,3,3.79,37,47953,6,44,57,16,19,15,12,113,1
CUST00211,32,37956.0,72.0,6,95.53,42587.31,19.03,50,64,42,34,9,2.55,107,30358,7,73,41,21,14,12,10,20,1
CUST00212,49,64240.0,49.0,68,993.2,47890.06,12.12,23,75,59,22,9,1.64,92,30412,5,79,34,44,32,2,9,155,0
CUST00213,49,139008.0,79.0,18,365.01,28374.1,6.03,59,52,56,26,5,2.59,308,18174,9,29,37,73,16,8,9,95,1
CUST00214,41,112270.0,17.0,73,543.82,25820.17,15.61,90,88,70,25,2,3.32,185,15496,14,76,66,60,19,2,5,43,0
CUST00215,58,22757.0,60.0,29,45.86,4435.81,1.49,115,57,16,7,8,4.79,216,2928,4,44,40,10,12,5,6,79,1
CUST00216,69,37097.0,87.0,77,375.23,27533.87,8.49,75,83,49,42,12,1.28,28,30632,14,44,49,60,23,16,11,55,1
CUST00217,66,121892.0,88.0,59,613.1,19122.96,11.98,123,66,31,15,3,3.03,36,32309,14,78,71,37,36,2,5,137,0
CUST00218,66,88480.0,45.0,47,86.29,30435.34,4.12,136,20,21,40,9,2.32,320,9280,13,44,78,65,6,1,14,150,1
CUST00219,69,64163.0,83.0,17,599.49,19558.57,24.62,139,33,54,2,12,3.03,18,40449,10,54,44,32,7,11,14,175,1
CUST00220,29,37816.0,69.0,96,1113.99,12166.9,5.62,18,72,56,31,1,1.1,345,21635,1,58,70,42,22,5,4,179,0
CUST00221,56,70853.0,32.0,22,144.36,4929.27,3.69,50,25,12,4,5,2.25,196,26957,14,4,18,30,13,9,3,142,1
CUST00222,19,114731.0,44.0,68,922.04,15882.94,5.49,142,46,46,19,0,4.28,78,36895,8,31,16,34,3,10,6,54,1
CUST00223,20,80823.0,65.0,69,503.41,5012.91,19.34,118,73,86,13,5,3.22,167,4963,8,5,64,36,20,15,3,42,0
CUST00224,66,19759.0,87.0,37,793.1,9009.47,10.92,137,98,61,31,12,2.8,90,27521,7,25,76,46,9,15,9,49,0
CUST00225,54,110374.0,8.0,49,327.08,49369.34,14.35,139,57,53,25,11,2.14,264,32615,8,36,55,22,21,17,9,5,0
CUST00226,66,42442.0,77.0,13,208.2,22316.36,1.01,108,87,28,46,9,2.19,208,44529,2,12,40,35,29,8,9,160,1
CUST00227,34,111501.0,72.0,34,209.35,26687.21,1.34,67,133,21,5,0,2.53,212,46322,3,68,41,39,29,18,8,61,1
CUST00228,66,20079.0,87.0,86,103.18,43706.2,11.42,78,55,64,35,13,4.34,271,21695,9,24,5,14,15,1,4,54,1
CUST00229,19,77676.0,43.0,53,239.06,49779.33,20.51,75,61,28,39,7,4.87,263,9357,1,12,68,36,10,0,7,166,1
CUST00230,19,108397.0,1.0,87,803.78,29219.18,22.19,39,89,47,4,4,2.75,273,25176,8,19,74,3,21,15,11,139,0
CUST00231,45,90847.0,51.0,51,1060.39,40661.2,2.62,25,8,4,12,5,2.57,342,18409,8,71,72,21,28,17,12,115,0
CUST00232,40,111607.0,24.0,3,980.67,16481.66,13.69,21,16,34,31,1,4.39,214,987,7,59,39,21,24,2,14,30,0
CUST00233,54,82077.0,99.0,42,828.46,15426.05,22.87,138,116,73,15,1,2.71,64,1965,13,72,40,77,13,0,11,73,0
CUST00234,49,56258.0,24.0,98,150.31,20254.65,10.01,15,61,82,0,11,3.21,12,40084,14,20,8,77,13,5,11,180,1
CUST00235,50,137771.0,17.0,32,361.24,33690.86,20.82,48,15,70,12,8,1.92,210,31318,11,60,7,16,1,18,5,33,1
CUST00236,18,56000.0,5.0,51,385.57,34173.15,3.78,86,131,45,10,2,3.97,312,26015,5,78,43,71,12,18,3,168,1
CUST00237,36,44737.0,20.0,85,314.95,15898.92,23.42,149,102,34,7,5,3.13,174,29191,4,25,57,79,2,10,11,9,0
CUST00238,19,29485.0,21.0,46,627.71,6833.85,18.91,116,54,44,24,9,4.24,256,46814,10,53,66,79,29,7,2,51,0
CUST00239,61,56565.0,58.0,21,651.95,31693.33,23.56,50,14,12,39,4,4.12,101,868,10,41,12,37,17,4,10,184,1
CUST00240,43,137614.0,31.0,44,441.13,6590.63,17.08,141,36,9,31,13,1.86,16,37146,13,10,18,23,35,19,5,77,1
CUST00241,49,83155.0,100.0,11,437.47,29008.93,9.4,69,105,65,23,11,3.86,197,48231,10,36,48,5,20,8,0,2,1
CUST00242,23,70487.0,11.0,68,997.7,34732.42,23.49,4,82,69,27,3,4.2,258,29032,14,10,79,67,18,14,1,184,0
CUST00243,49,147948.0,52.0,1,951.37,35090.45,7.25,78,67,71,13,9,2.38,244,28305,10,26,77,5,15,13,6,160,0
CUST00244,21,30342.0,15.0,92,383.2,37722.91,8.64,9,10,99,44,1,1.69,348,22640,6,33,29,25,27,3,14,134,1
CUST00245,28,58806.0,83.0,63,1098.27,43668.4,17.67,121,49,24,2,7,1.01,249,18318,12,37,65,40,3,7,3,3,0
CUST00246,34,66770.0,7.0,24,1144.32,25097.96,19.25,115,111,43,35,9,2.8,105,13246,11,60,76,74,14,19,4,166,0
CUST00247,55,96623.0,28.0,99,405.56,36566.41,23.27,101,65,59,26,6,2.41,182,33844,1,52,58,37,0,16,14,47,0
CUST00248,41,121177.0,51.0,13,438.22,31034.8,5.52,149,57,46,19,10,3.22,155,32602,13,64,52,79,15,1,10,73,1
CUST00249,22,149026.0,58.0,98,616.65,9494.67,20.05,146,27,39,46,1,1.75,287,21584,5,2,51,42,19,19,9,78,0
CUST00250,69,93629.0,5.0,11,1130.52,1479.34,18.59,97,113,6,14,5,4.44,169,15169,14,66,30,52,32,15,0,143,0
CUST00251,51,138993.0,5.0,51,1054.06,14370.16,2.06,81,133,45,26,13,2.03,47,25968,4,27,14,14,16,9,1,165,1
CUST00252,23,144944.0,94.0,17,141.03,22263.08,9.99,43,71,22,44,7,1.91,43,6385,4,13,19,55,4,1,3,3,1
CUST00253,39,123947.0,96.0,99,483.42,30931.88,7.43,95,83,82,40,6,2.92,321,8222,7,51,4,55,4,10,7,3,1
CUST00254,28,44399.0,8.0,82,672.98,42527.97,7.96,6,57,45,27,14,3.0,306,49855,9,29,6,30,38,9,9,119,1
CUST00255,65,146177.0,64.0,86,613.7,9973.04,24.58,67,120,85,24,0,1.86,221,25444,8,57,17,56,12,18,3,118,0
CUST00256,33,127575.0,10.0,24,248.76,6452.38,16.25,140,93,12,41,4,2.09,1,38248,11,53,55,50,35,13,13,154,1
CUST00257,50,128904.0,38.0,19,1033.4,48181.3,18.08,100,15,20,43,1,1.68,200,40545,13,68,74,23,29,10,2,16,0
CUST00258,26,48678.0,96.0,37,818.79,5580.62,24.43,12,111,0,45,5,3.87,144,5362,14,14,44,57,3,8,2,95,1
CUST00259,23,94218.0,92.0,85,1008.73,24028.86,9.74,66,101,18,32,6,4.08,28,33718,12,37,27,72,22,6,11,69,1
CUST00260,33,81230.0,81.0,8,1033.34,29361.07,20.15,2,119,59,45,13,2.85,342,8250,8,77,49,3,20,14,4,181,0
CUST00261,46,92055.0,95.0,28,903.06,27160.45,11.15,143,76,32,13,13,3.86,338,2818,5,13,1,9,20,19,2,96,0
CUST00262,20,90258.0,8.0,5,538.27,4484.4,21.8,81,20,3,7,6,3.94,278,36368,6,56,67,62,5,16,7,7,0
CUST00263,37,57986.0,25.0,17,740.45,3039.94,4.93,135,131,2,47,2,1.55,41,44109,2,58,76,72,23,2,4,113,1
CUST00264,53,85688.5,73.0,36,209.23,5453.07,23.72,142,73,90,13,6,4.86,332,15053,13,7,23,14,30,14,11,180,0
CUST00265,36,119358.0,66.0,19,814.9,29362.27,5.86,70,122,51,0,14,4.28,147,27426,11,71,47,62,18,13,13,4,0
CUST00266,43,82929.0,79.0,64,231.52,27308.38,8.49,115,41,98,15,4,1.82,345,47101,14,18,44,18,37,7,11,196,0
CUST00267,20,91506.0,50.0,91,838.86,11840.29,19.03,88,130,27,17,7,1.74,178,39023,3,31,57,62,11,3,13,46,0
CUST00268,36,52911.0,67.0,98,290.93,31961.15,10.15,6,23,69,6,14,1.5,315,24892,5,28,35,55,13,9,6,39,0
CUST00269,37,105127.0,49.0,11,158.71,41039.36,15.4,27,23,69,14,11,1.55,325,43675,2,40,1,20,11,1,10,121,1
CUST00270,49,131453.0,36.0,54,215.04,2270.63,11.39,82,144,54,23,7,3.99,167,29361,3,74,17,33,14,13,7,134,1
CUST00271,24,102458.0,68.0,45,22.35,25006.87,18.69,88,9,56,48,6,2.88,123,16007,4,44,48,16,18,7,4,139,1
CUST00272,69,30175.0,78.0,47,868.11,34527.66,6.09,120,13,86,12,5,4.13,74,14241,6,12,7,17,27,9,7,93,1
CUST00273,58,137235.0,41.0,12,884.23,12765.13,1.93,24,51,96,8,1,3.99,239,44858,5,26,57,65,39,17,11,152,0
CUST00274,50,72771.0,89.0,21,627.62,15526.99,7.85,102,64,15,14,5,3.42,249,45073,10,18,14,50,4,14,14,27,1
CUST00275,57,145157.0,62.0,11,210.41,30759.17,12.12,34,52,23,34,12,3.75,263,23902,4,25,16,64,4,4,2,170,1
CUST00276,56,139300.0,10.0,92,118.59,44917.18,4.62,47,38,68,23,11,1.07,252,24506,13,52,22,42,5,12,14,76,1
CUST00277,35,104925.0,21.0,5,42.57,40534.24,9.19,24,100,40,32,14,2.25,357,17562,2,50,65,56,22,17,13,174,1
CUST00278,57,84358.0,36.0,81,215.58,29239.88,10.3,65,146,76,15,10,3.55,111,20239,12,36,69,9,2,1,11,48,1
CUST00279,18,65057.0,12.0,56,1071.21,36565.04,1.91,18,51,46,7,8,1.04,180,13065,11,8,26,36,36,12,6,85,0
CUST00280,28,24150.0,91.0,20,305.01,18368.16,14.79,44,137,75,28,14,1.13,188,45415,5,51,36,47,32,13,7,53,1
CUST00281,45,22425.0,2.0,41,438.04,32120.08,22.17,76,141,68,22,1,4.41,308,41291,5,53,48,68,20,9,6,17,1
CUST00282,42,34032.0,13.0,46,144.31,23415.84,4.22,57,55,30,44,0,3.74,207,38805,11,2,63,55,19,3,13,26,1
CUST00283,67,20198.0,53.0,12,282.39,9658.82,15.15,107,109,91,30,10,2.06,234,33295,7,68,33,75,0,14,1,71,1
CUST00284,40,136865.0,32.0,70,632.68,35146.57,16.79,124,44,91,39,12,3.75,24,18443,1,7,17,35,38,7,7,133,1
CUST00285,48,41236.0,95.0,17,737.15,27911.94,10.77,139,110,29,48,4,4.17,26,9290,4,13,63,30,16,14,5,121,1
CUST00286,47,105955.0,16.0,19,309.52,18059.35,17.68,116,128,17,13,10,2.23,218,211,11,2,73,54,28,13,9,104,0
CUST00287,59,121145.0,32.0,26,88.12,45584.69,10.56,93,105,43,29,5,1.14,346,18098,5,23,43,37,7,8,2,68,1
CUST00288,52,112914.0,32.0,48,481.42,1242.52,12.86,42,10,26,38,2,4.73,10,19072,8,12,16,72,25,19,3,70,1
CUST00289,24,120870.0,98.0,52,296.36,15925.5,0.68,28,100,98,26,7,2.38,17,43290,12,42,58,14,27,2,6,149,1
CUST00290,33,134243.0,11.0,96,279.07,3032.69,17.45,123,148,25,46,6,1.43,245,19650,12,28,12,15,33,14,2,186,0
CUST00291,43,32596.0,10.0,70,1152.64,38373.06,16.7,24,109,59,15,1,2.97,206,15115,8,71,51,76,25,16,0,174,0
CUST00292,65,129496.0,15.0,55,747.23,35164.95,1.44,136,108,17,5,11,4.07,258,5149,1,50,59,52,12,15,5,116,0
CUST00293,69,148273.0,17.0,75,677.12,16701.34,9.52,106,140,96,32,6,1.89,112,41992,5,41,41,55,36,3,2,195,0
CUST00294,66,138674.0,40.0,33,510.61,33848.01,24.49,118,146,88,43,14,2.08,205,17716,10,30,63,6,12,10,10,31,0
CUST00295,19,138307.0,18.0,62,526.15,19917.67,10.81,53,94,55,17,14,1.97,27,32188,1,62,65,56,37,7,14,108,0
CUST00296,18,37063.0,55.0,88,658.27,37861.44,12.8,132,63,30,15,0,4.97,71,13621,1,25,33,54,24,2,9,96,1
CUST00297,65,85688.5,73.0,23,841.79,22818.35,22.79,100,84,58,11,8,1.79,176,6820,2,17,70,51,22,18,5,0,0
CUST00298,29,108093.0,25.0,15,848.53,20731.53,18.07,5,25,1,19,12,3.3,202,47529,2,56,63,3,21,13,9,181,0
CUST00299,22,53954.0,59.0,27,222.6,46749.55,14.76,49,12,96,44,6,4.7,248,42800,9,6,32,42,20,8,11,173,1
CUST00300,54,45856.0,78.0,75,610.13,12693.78,20.05,98,149,38,39,5,1.59,118,30399,4,47,11,39,29,2,2,168,1
CUST00301,49,20573.0,89.0,64,506.11,6198.28,21.68,30,25,60,28,12,4.88,9,14002,3,79,75,29,10,3,5,107,0
CUST00302,26,53367.0,22.0,81,1047.22,29310.25,11.69,72,11,62,29,1,4.79,86,43098,11,59,18,9,3,3,10,113,1
CUST00303,58,117608.0,30.0,51,765.07,48472.23,12.14,103,64,95,25,2,4.54,23,45511,1,32,8,6,32,10,3,40,1
CUST00304,52,78774.0,84.0,53,648.35,19016.39,9.96,63,126,17,21,0,1.86,240,49595,12,2,73,35,11,18,12,7,1
CUST00305,36,41752.0,85.0,78,156.17,3289.43,24.18,26,50,16,32,14,3.54,73,28750,2,3,16,34,8,15,3,159,1
CUST00306,65,73029.0,44.0,91,734.65,17097.4,17.58,37,89,97,38,9,4.04,27,26074,6,3,49,38,31,16,9,29,0
CUST00307,33,148282.0,32.0,82,158.3,25395.4,2.54,7,99,38,46,12,4.94,349,17310,9,41,38,35,10,9,9,45,1
CUST00308,20,69693.0,51.0,92,417.9,8263.77,21.64,127,116,70,28,4,1.72,81,17006,5,8,40,19,36,16,10,104,0
CUST00309,37,134739.0,46.0,51,188.55,32973.49,12.27,92,96,53,21,8,4.06,84,9671,4,50,9,48,23,15,1,179,1
CUST00310,41,73961.0,21.0,47,836.65,49887.92,2.18,103,14,98,44,12,2.36,199,44345,13,16,11,58,6,19,13,95,1
CUST00311,50,144678.0,99.0,4,263.38,22696.63,13.97,53,1,93,12,5,1.7,43,27894,5,16,78,48,7,5,3,60,0
CUST00312,41,92532.0,32.0,7,482.39,17865.48,10.72,132,25,75,8,4,2.69,263,49385,9,19,14,25,32,6,10,140,1
CUST00313,69,99994.0,94.0,35,1076.9,20155.07,22.0,108,72,34,23,11,4.18,92,26193,12,13,27,35,24,13,11,88,0
CUST00314,28,74133.0,39.0,48,261.09,5934.28,5.5,112,69,10,14,2,2.86,339,10222,13,21,3,42,0,10,3,167,1
CUST00315,66,79268.0,12.0,73,619.21,44187.03,20.75,7,133,60,35,4,3.15,84,23786,7,51,35,42,2,11,10,125,1
CUST00316,25,49653.0,47.0,72,514.74,20858.32,14.16,67,105,43,12,7,4.98,300,31509,8,26,64,75,39,13,6,60,0
CUST00317,53,139829.0,18.0,45,41.39,19486.27,1.84,108,147,67,26,11,2.6,296,386,4,42,46,32,27,4,4,119,0
CUST00318,55,146377.0,21.0,81,955.45,33052.58,24.31,111,23,24,43,1,3.46,135,1634,11,2,38,77,32,4,7,171,0
CUST00319,57,19622.0,13.0,81,101.47,22213.26,13.06,148,9,47,36,4,2.46,281,40878,8,7,37,44,0,19,6,189,1
CUST00320,37,66756.0,21.0,97,579.62,32482.03,7.63,83,118,31,6,5,2.57,59,4133,6,9,43,44,37,14,9,120,0
CUST00321,52,58809.0,8.0,96,681.6,3260.03,12.0,124,94,83,7,9,3.78,359,42144,5,28,50,14,26,0,8,171,0
CUST00322,65,34725.0,46.0,72,761.54,40723.42,21.52,139,144,94,36,7,4.75,342,38349,13,39,25,16,37,8,7,47,1
CUST00323,42,69226.0,7.0,19,832.59,47037.1,7.97,104,33,3,40,7,3.17,241,34735,12,64,35,11,34,2,14,58,1
CUST00324,52,99182.0,23.0,63,318.86,32508.52,5.22,67,130,37,13,14,4.07,342,21952,7,20,68,21,9,3,8,184,1
CUST00325,42,47402.0,96.0,38,31.77,47737.38,3.66,7,14,62,11,4,1.36,98,24816,6,23,0,22,11,15,0,10,1
CUST00326,46,22263.0,75.0,67,873.66,7741.33,7.8,110,1,46,35,8,1.84,62,21529,3,72,52,77,9,6,9,24,0
CUST00327,35,65924.0,86.0,59,652.07,23975.33,19.61,34,90,0,39,3,3.01,264,5767,5,59,5,11,33,13,12,188,1
CUST00328,63,92182.0,22.0,69,1006.62,30169.98,12.05,106,89,2,16,11,1.08,113,41521,9,25,36,67,23,15,11,45,0
CUST00329,35,53737.0,89.0,13,989.24,29170.49,6.07,147,144,85,39,8,2.01,146,18383,7,8,1,50,27,17,2,53,1
CUST00330,19,119332.0,22.0,47,1015.12,20192.8,4.57,58,90,61,28,10,3.07,216,4901,12,19,68,12,21,15,4,33,0
CUST00331,52,107563.0,92.0,61,592.41,17036.6,8.65,9,14,63,26,6,1.06,256,42889,4,55,40,56,15,15,8,83,0
CUST00332,33,146575.0,29.0,31,413.68,6515.84,23.53,48,111,16,0,5,2.06,316,14633,7,35,50,54,12,1,7,134,0
CUST00333,58,119371.0,13.0,80,954.04,19708.77,8.9,115,143,77,33,3,3.06,316,19163,5,35,46,27,35,9,13,61,0
CUST00334,53,56709.0,82.0,96,552.53,8300.51,24.71,41,83,61,3,1,3.29,362,10707,11,72,12,43,35,6,9,56,0
CUST00335,50,39172.0,2.0,22,236.46,36771.41,12.39,48,72,34,23,7,4.7,258,22576,13,21,75,18,22,14,6,92,1
CUST00336,21,29555.0,29.0,93,1028.87,10599.78,4.89,25,130,12,20,5,3.58,194,18061,2,0,68,45,13,8,1,115,0
CUST00337,50,71276.0,85.0,86,1061.42,3116.55,22.33,116,27,34,32,11,2.66,347,45101,13,68,65,2,31,6,14,75,0
CUST00338,31,75492.0,79.0,43,570.25,27707.83,11.78,78,74,42,6,14,4.72,14,44706,6,72,58,19,2,15,10,132,1
CUST00339,38,107599.0,52.0,67,109.33,29842.44,17.89,108,99,1,0,2,4.14,304,11548,7,36,67,24,26,2,5,75,0
CUST00340,65,29046.0,27.0,54,477.63,43621.27,24.6,25,72,55,40,6,1.8,103,15115,8,71,58,74,18,16,3,162,1
CUST00341,37,134021.0,50.0,10,968.17,28933.68,1.73,147,23,76,2,9,1.52,245,9843,6,12,9,55,21,7,4,36,0
CUST00342,25,22853.0,95.0,42,1084.09,17404.95,2.87,39,68,50,43,6,3.7,245,36945,8,42,12,60,0,1,13,187,1
CUST00343,24,138900.0,79.0,64,260.1,40189.99,18.15,119,142,53,14,5,3.24,312,39979,7,36,1,54,4,19,4,192,1
CUST00344,20,77129.0,23.0,21,99.03,27105.89,7.4,79,117,15,30,1,4.16,268,40641,2,73,14,34,32,2,12,143,1
CUST00345,34,132130.0,88.0,80,1055.27,4148.16,5.02,80,106,17,15,7,3.96,224,3841,14,24,45,77,18,7,3,29,0
CUST00346,50,139789.0,44.0,76,479.5,28379.36,1.46,27,93,6,9,0,3.5,220,6416,6,20,56,58,35,1,3,41,0
CUST00347,65,56890.0,77.0,66,659.28,45419.32,1.04,104,65,44,28,12,4.95,311,10633,9,40,9,38,5,18,14,60,1
CUST00348,29,84017.0,22.0,41,1162.32,19936.37,19.47,74,68,35,5,0,3.13,217,37653,12,72,21,56,14,16,3,47,0
CUST00349,68,118424.0,43.0,24,98.55,14957.02,3.79,68,128,40,28,5,1.45,4,594,6,41,78,66,35,4,10,189,0
CUST00350,39,33048.0,37.0,35,785.02,7344.78,11.96,147,63,93,16,4,4.31,36,14393,4,41,76,33,32,19,1,83,0
CUST00351,39,72912.0,61.0,56,107.44,7741.99,15.34,28,113,41,21,8,2.01,178,35380,7,1,7,40,23,16,0,92,1
CUST00352,63,85688.5,97.0,30,463.05,21752.02,10.99,123,90,6,23,12,4.11,257,45056,3,67,20,21,26,9,11,191,1
CUST00353,47,85688.5,48.0,57,968.5,29864.86,1.16,138,81,14,16,11,4.83,17,22743,5,7,21,26,10,8,1,184,1
CUST00354,55,101559.0,3.0,94,531.5,4214.65,19.7,83,103,59,20,6,3.79,199,31971,1,60,44,20,22,5,6,67,0
CUST00355,55,73337.0,63.0,47,1196.68,46990.52,0.76,30,116,39,49,1,3.38,318,4861,10,13,39,40,32,10,11,45,1
CUST00356,62,128616.0,19.0,35,679.69,37805.65,19.17,22,13,82,10,12,2.84,48,37534,3,76,21,30,28,1,0,112,1
CUST00357,68,31350.0,23.0,19,398.97,29413.87,22.39,3,124,36,6,11,2.46,62,36126,8,20,29,26,30,11,5,27,1
CUST00358,25,42354.0,29.0,8,279.73,41456.25,11.1,101,147,65,41,6,2.41,69,14846,9,23,61,36,0,11,3,76,1
CUST00359,44,63186.0,30.0,26,433.61,4193.3,13.62,105,88,54,38,14,3.55,147,26177,9,49,72,65,33,15,1,120,0
CUST00360,44,46145.0,39.0,71,459.59,23946.58,12.19,2,11,76,4,2,4.01,359,33682,10,44,44,53,17,11,14,2,0
CUST00361,51,104123.0,25.0,30,101.08,31578.64,10.04,54,15,94,43,0,3.71,162,18228,2,63,34,8,17,17,14,36,1
CUST00362,38,38581.0,8.0,7,456.1,41466.91,22.24,6,10,79,47,10,1.79,227,34763,4,63,41,41,5,12,2,175,1
CUST00363,47,106929.0,58.0,67,567.8,39216.78,22.4,107,41,55,20,7,2.98,347,24009,5,25,4,35,39,14,6,146,0
CUST00364,50,41051.0,16.0,65,872.83,13998.05,8.73,123,73,43,17,13,4.17,230,94,3,31,26,9,0,15,5,91,0
CUST00365,45,69474.0,72.0,36,794.94,47055.83,15.57,2,52,56,34,11,2.9,178,41452,13,56,69,58,29,3,14,82,1
CUST00366,64,109748.0,1.0,25,856.34,6392.42,23.21,111,128,5,19,2,3.15,345,15100,11,52,61,39,3,11,14,16,0
CUST00367,50,143995.0,5.0,37,29.87,43781.65,24.07,2,28,91,14,10,4.08,56,32917,1,32,31,53,31,16,5,120,1
CUST00368,22,87626.0,3.0,1,276.85,48552.82,12.97,93,65,31,4,7,3.65,78,17430,6,51,7,38,9,0,7,86,1
CUST00369,65,24960.0,65.0,15,800.79,9022.25,11.59,101,17,73,12,6,2.64,270,35571,14,17,17,6,4,17,7,39,1
CUST00370,36,54408.0,4.0,37,591.11,36158.89,7.33,97,95,17,11,11,4.58,206,24974,10,34,77,3,8,15,5,177,1
CUST00371,21,112006.0,99.0,13,26.27,2206.22,23.99,111,138,67,20,14,1.65,281,31129,2,11,14,14,4,0,0,72,1
CUST00372,52,75134.0,96.0,8,969.3,20390.06,4.0,6,63,72,36,1,4.98,228,47234,9,50,25,75,10,9,9,28,1
CUST00373,66,108327.0,64.0,5,931.92,25910.91,14.71,127,38,6,5,12,1.48,239,20860,1,9,52,47,34,18,12,178,0
CUST00374,34,149410.0,98.0,60,667.13,29116.13,7.42,104,70,7,6,13,1.06,288,7276,11,51,43,5,26,15,6,41,0
CUST00375,61,29344.0,89.0,73,98.43,46809.67,7.34,147,104,63,25,13,4.56,82,551,9,33,31,72,3,13,7,28,1
CUST00376,45,85957.0,10.0,1,924.49,33678.08,10.42,1,53,6,41,0,1.98,334,48248,7,66,27,34,9,1,4,65,1
CUST00377,47,123423.0,21.0,36,708.78,24167.64,24.97,33,119,40,47,6,3.92,250,8486,11,38,38,71,38,5,12,123,0
CUST00378,46,76053.0,46.0,35,942.71,40521.82,1.85,40,74,39,7,12,4.24,193,17527,13,7,31,70,32,4,10,144,1
CUST00379,63,95454.0,91.0,66,907.06,47536.53,14.67,32,54,2,8,0,4.44,106,49607,10,28,76,67,37,11,3,119,1
CUST00380,23,108600.0,27.0,63,967.54,1298.89,2.52,17,20,16,26,5,4.97,189,9745,2,21,78,57,7,3,6,108,0
CUST00381,52,140732.0,66.0,23,631.25,49129.56,4.29,126,79,65,3,12,2.18,276,41128,14,69,17,76,23,3,11,158,1
CUST00382,58,55641.0,41.0,9,185.58,4489.38,11.27,8,31,78,20,10,3.84,74,12997,6,60,69,18,38,4,11,91,0
CUST00383,54,47711.0,13.0,34,811.97,40756.46,13.01,57,135,92,30,9,1.46,10,18330,8,42,10,61,32,6,10,111,1
CUST00384,41,88342.0,9.0,46,752.16,14160.67,6.84,42,58,51,20,10,2.63,123,40078,2,48,31,70,18,5,12,51,1
CUST00385,46,124896.0,36.0,78,895.86,6782.55,8.25,98,105,21,39,9,4.39,216,38585,5,28,19,9,1,12,5,166,1
CUST00386,66,105833.0,86.0,4,220.46,22104.81,2.63,137,10,3,24,7,2.47,290,24829,13,30,39,24,10,3,11,59,1
CUST00387,63,74276.0,90.0,30,250.07,32269.04,7.93,120,10,5,38,6,3.36,40,43336,12,52,7,43,34,12,5,93,1
CUST00388,48,37541.0,58.0,95,1070.68,19171.4,24.18,87,39,37,14,3,3.02,193,8070,11,33,34,57,16,3,13,178,0
CUST00389,52,112457.0,54.0,75,904.97,2917.36,23.65,54,37,25,34,0,3.58,127,1320,6,37,68,24,2,9,2,143,0
CUST00390,50,62813.0,12.0,99,1091.71,30053.16,8.7,84,119,10,48,0,4.89,289,23507,3,56,77,75,21,19,10,97,0
CUST00391,69,42070.0,81.0,72,915.28,45139.68,14.49,25,67,89,42,3,1.22,71,38921,14,3,20,39,34,0,9,13,1
CUST00392,38,98559.0,78.0,3,724.64,19284.13,22.79,67,43,16,40,4,3.3,137,6589,12,1,23,75,20,7,14,169,1
CUST00393,49,59786.0,14.0,14,791.88,10973.37,0.65,46,52,87,36,11,4.45,144,27459,2,11,16,69,24,6,3,50,1
CUST00394,40,54062.0,34.0,60,1069.17,22240.35,20.36,22,101,91,41,6,2.99,354,15589,11,34,17,9,38,4,4,23,0
CUST00395,50,69571.0,53.0,77,702.99,2608.46,23.74,139,56,98,46,13,1.31,299,36375,6,69,11,65,1,2,8,106,0
