Order_ID,Order_Date,Category,Segment,Region,Quantity,Sales,Discount,Profit,Profit_Margin,Discount_Amount,Sales_per_Quantity
10231,2024-08-18,Technology,Home Office,South,1.0,662.81,0.34,127.21,0.19192528778986437,225.3554,662.81
10232,2024-08-19,Furniture,Home Office,West,3.0,489.25,0.4,1.21,0.0024731732243229434,195.70000000000002,163.08333333333334
10233,2024-08-20,Technology,Consumer,East,3.0,521.68,0.47,145.25,0.27842738843735626,245.18959999999996,173.89333333333332
10234,2024-08-21,Office Supplies,Corporate,East,9.0,1083.3,0.2,197.23,0.18206406350964646,216.66,120.36666666666666
10235,2024-08-22,Furniture,Home Office,Central,5.0,1234.33,0.39,146.69,0.11884180081501707,481.3887,246.86599999999999
10236,2024-08-23,Office Supplies,Corporate,South,9.0,313.34,0.13,77.21,0.24640965085849237,40.7342,34.815555555555555
10237,2024-08-24,Office Supplies,Corporate,East,9.0,587.86,0.5,-75.06,-0.12768346204878714,293.93,65.31777777777778
10238,2024-08-25,Office Supplies,Home Office,South,1.0,1357.81,0.01,-46.6,-0.03431997112998137,13.5781,1357.81
10239,2024-08-26,Technology,Corporate,West,2.0,1219.71,0.3,72.29,0.05926818670011724,365.913,609.855
10240,2024-08-27,Technology,Home Office,East,5.0,1478.04,0.33,-70.74,-0.04786068036047739,487.7532,295.608
10241,2024-08-28,Furniture,Corporate,Central,4.0,1143.66,0.34,211.3,0.18475770771033348,388.84440000000006,285.915
10242,2024-08-29,Furniture,Home Office,West,9.0,620.13,0.06,163.49,0.26363826939512686,37.2078,68.90333333333334
10243,2024-08-30,Technology,Consumer,Central,7.0,906.42,0.47,36.89,0.04069857240572803,426.01739999999995,129.48857142857142
10244,2024-08-31,Office Supplies,Home Office,West,6.0,1008.47,0.09,3.99,0.003956488542048846,90.7623,168.07833333333335
10245,2024-09-01,Furniture,Home Office,East,7.0,163.76,0.31,46.29,0.28266976062530536,50.7656,23.39428571428571
10246,2024-09-02,Technology,Home Office,Central,1.0,839.52,0.11,42.13,0.050183438155136276,92.3472,839.52
10247,2024-09-03,Technology,Home Office,Central,1.0,1078.52,0.15,75.57,0.0700682416645032,161.778,1078.52
10248,2024-09-04,Technology,Corporate,West,8.0,292.62,0.27,2.41,0.008235937393206206,79.0074,36.5775
10249,2024-09-05,Office Supplies,Consumer,Central,2.0,1181.92,0.21,306.47,0.2592984296737512,248.2032,590.96
10250,2024-09-06,Technology,Home Office,West,9.0,896.47,0.08,95.05,0.10602697245864334,71.7176,99.60777777777778
10251,2024-09-07,Technology,Corporate,West,7.0,1430.72,0.09,276.1,0.19297975844330129,128.7648,204.38857142857142
10252,2024-09-08,Technology,Consumer,West,6.0,111.51,0.21,24.01,0.21531701192718142,23.4171,18.585
10253,2024-09-09,Technology,Consumer,West,1.0,434.72,0.38,1.67,0.0038415531836584462,165.1936,434.72
10254,2024-09-10,Furniture,Consumer,East,1.0,922.25,0.45,41.65,0.04516129032258064,415.0125,922.25
10255,2024-09-11,Furniture,Consumer,West,2.0,480.01,0.04,111.27,0.23180767067352764,19.2004,240.005
10256,2024-09-12,Technology,Home Office,South,6.0,1085.92,0.2,14.62,0.01346323854427582,217.18400000000003,180.98666666666668
10257,2024-09-13,Office Supplies,Home Office,Central,6.0,1150.56,0.05,238.48,0.20727298011403142,57.528,191.76
10258,2024-09-14,Furniture,Corporate,South,2.0,198.65,0.01,54.32,0.27344575887238864,1.9865000000000002,99.325
10259,2024-09-15,Technology,Corporate,East,1.0,795.09,0.33,103.72,0.13045064080795885,262.3797,795.09
10260,2024-09-16,Furniture,Corporate,South,5.0,787.89,0.3,144.76,0.18373123151708995,236.367,157.578
10261,2024-09-17,Furniture,Consumer,Central,5.0,585.46,0.08,124.29,0.21229460595087624,46.836800000000004,117.09200000000001
10262,2024-09-18,Office Supplies,Consumer,South,2.0,1402.74,0.12,323.01,0.230270755806493,168.3288,701.37
10263,2024-09-19,Technology,Home Office,East,6.0,1249.88,0.01,34.71,0.027770665983934455,12.498800000000001,208.31333333333336
10264,2024-09-20,Technology,Consumer,West,9.0,1060.95,0.42,-134.67,-0.12693340873745226,445.599,117.88333333333334
10265,2024-09-21,Office Supplies,Consumer,South,2.0,1085.77,0.49,33.49,0.03084446982325907,532.0273,542.885
10266,2024-09-22,Office Supplies,Consumer,East,2.0,719.49,0.07,110.22,0.15319184422299129,50.36430000000001,359.745
10267,2024-09-23,Technology,Corporate,East,3.0,1385.44,0.12,72.95,0.05265475228086384,166.2528,461.81333333333333
10268,2024-09-24,Technology,Corporate,Central,7.0,1057.16,0.43,197.72,0.18702939952325096,454.5788,151.02285714285716
10269,2024-09-25,Office Supplies,Home Office,Central,6.0,1107.02,0.46,11.78,0.010641180827807989,509.2292,184.50333333333333
10270,2024-09-26,Furniture,Consumer,South,8.0,1299.45,0.21,176.25,0.13563430682211705,272.8845,162.43125
10271,2024-09-27,Furniture,Consumer,West,8.0,447.4,0.03,-29.58,-0.06611533303531515,13.421999999999999,55.925
10272,2024-09-28,Office Supplies,Home Office,East,6.0,1220.25,0.02,30.005000000000003,0.02458922351977054,24.405,203.375
10273,2024-09-29,Furniture,Consumer,South,3.0,333.1,0.29,31.83,0.095556889822876,96.599,111.03333333333335
10274,2024-09-30,Office Supplies,Consumer,East,3.0,550.75,0.2,-32.04,-0.05817521561507036,110.15,183.58333333333334
10275,2024-10-01,Furniture,Corporate,East,1.0,536.64,0.01,-10.0,-0.018634466308884913,5.3664,536.64
10276,2024-10-02,Furniture,Home Office,West,7.0,1468.86,0.29,274.49,0.18687281292975508,425.96939999999995,209.83714285714285
10277,2024-10-03,Technology,Home Office,West,5.0,1291.98,0.01,86.78,0.06716822241830368,12.9198,258.396
10278,2024-10-04,Technology,Home Office,South,4.0,1066.7,0.39,-56.31,-0.05278897534452048,416.01300000000003,266.675
10279,2024-10-05,Furniture,Home Office,West,4.0,1104.23,0.15,315.01,0.28527571248743466,165.6345,276.0575
10280,2024-10-06,Furniture,Corporate,West,4.0,865.01,0.02,148.61,0.1718014820637912,17.3002,216.2525
10281,2024-10-07,Technology,Corporate,South,6.0,1423.28,0.29,328.96999999999997,0.23113512450115226,412.7512,237.21333333333334
10282,2024-10-08,Technology,Consumer,West,8.0,769.58,0.2,32.47,0.0421918449024143,153.91600000000003,96.1975
10283,2024-10-09,Technology,Consumer,Central,8.0,601.75,0.49,38.39,0.06379725799750727,294.8575,75.21875
10284,2024-10-10,Office Supplies,Consumer,East,5.0,286.4,0.27,72.77,0.2540851955307263,77.328,57.279999999999994
10285,2024-10-11,Furniture,Consumer,East,6.0,1190.0,0.14,102.66,0.0862689075630252,166.60000000000002,198.33333333333334
10286,2024-10-12,Technology,Corporate,East,4.0,1114.94,0.35,187.62,0.16827811362046388,390.229,278.735
10287,2024-10-13,Furniture,Home Office,East,9.0,607.31,0.14,-22.18,-0.036521710493817,85.0234,67.47888888888889
10288,2024-10-14,Office Supplies,Corporate,South,8.0,86.53,0.45,4.42,0.05108055009823183,38.938500000000005,10.81625
10289,2024-10-15,Office Supplies,Consumer,East,1.0,1266.55,0.19,-119.62,-0.09444554103667444,240.6445,1266.55
10290,2024-10-16,Technology,Corporate,East,2.0,66.56,0.27,-3.81,-0.057241586538461536,17.971200000000003,33.28
10291,2024-10-17,Office Supplies,Home Office,East,9.0,1070.36,0.03,30.005000000000003,0.028032624537538776,32.1108,118.92888888888888
10292,2024-10-18,Furniture,Home Office,East,8.0,1456.87,0.21,-192.79,-0.13233164249383952,305.94269999999995,182.10875
10293,2024-10-19,Technology,Corporate,Central,3.0,684.61,0.42,198.38,0.28977081842216734,287.5362,228.20333333333335
10294,2024-10-20,Furniture,Corporate,East,8.0,390.71,0.4,-16.0,-0.04095108904302424,156.284,48.83875
10295,2024-10-21,Furniture,Corporate,Central,1.0,1072.06,0.11,159.19,0.14848982333078373,117.9266,1072.06
10296,2024-10-22,Office Supplies,Consumer,South,4.0,1234.84,0.11,281.04,0.22759223867059702,135.83239999999998,308.71
10297,2024-10-23,Office Supplies,Corporate,West,3.0,842.32,0.41,82.38,0.09780131066578021,345.3512,280.77333333333337
10298,2024-10-24,Office Supplies,Corporate,East,6.0,1452.2,0.47,-117.75,-0.08108387274480099,682.534,242.03333333333333
10299,2024-10-25,Office Supplies,Corporate,West,7.0,124.92,0.05,22.19,0.1776336855587576,6.246,17.845714285714287
10300,2024-10-26,Office Supplies,Home Office,West,4.0,781.95,0.23,93.92,0.12010998145661486,179.84850000000003,195.4875
10301,2024-10-27,Technology,Home Office,South,7.0,1091.76,0.17,195.49,0.17905950025646664,185.59920000000002,155.96571428571428
10302,2024-10-28,Furniture,Consumer,West,9.0,1300.83,0.44,255.46,0.19638230975607882,572.3652,144.53666666666666
10303,2024-10-29,Furniture,Consumer,Central,2.0,309.92,0.04,89.55,0.2889455343314403,12.3968,154.96
10304,2024-10-30,Furniture,Home Office,West,3.0,1210.01,0.11,130.81,0.10810654457401178,133.1011,403.33666666666664
10305,2024-10-31,Furniture,Home Office,West,5.0,851.43,0.38,3.18,0.0037348930622599632,323.54339999999996,170.286
10306,2024-11-01,Office Supplies,Home Office,West,3.0,625.0,0.03,88.63,0.141808,18.75,208.33333333333334
10307,2024-11-02,Furniture,Corporate,East,8.0,240.99,0.25,-28.73,-0.1192165650026972,60.2475,30.12375
10308,2024-11-03,Technology,Corporate,East,8.0,1304.68,0.22,328.96999999999997,0.252146120121409,287.0296,163.085
10309,2024-11-04,Technology,Home Office,Central,8.0,278.05,0.17,30.005000000000003,0.10791224599892106,47.2685,34.75625
10310,2024-11-05,Furniture,Corporate,Central,9.0,499.19,0.2,-1.23,-0.0024639916664997295,99.83800000000001,55.465555555555554
10311,2024-11-06,Furniture,Corporate,East,4.0,470.57,0.26,102.15,0.21707716174001745,122.3482,117.6425
10312,2024-11-07,Technology,Consumer,Central,5.0,1313.55,0.08,156.04,0.11879258497963534,105.084,262.71
10313,2024-11-08,Technology,Home Office,East,5.0,1025.42,0.29,27.83,0.027140098691267964,297.3718,205.084
10314,2024-11-09,Office Supplies,Home Office,South,8.0,1205.19,0.4,75.98,0.06304400136078128,482.076,150.64875
10315,2024-11-10,Technology,Corporate,West,7.0,413.18,0.38,96.91,0.23454668667408876,157.0084,59.02571428571429
10316,2024-11-11,Office Supplies,Home Office,West,9.0,956.07,0.08,2.87,0.003001872247847961,76.4856,106.23
10317,2024-11-12,Office Supplies,Consumer,Central,8.0,879.03,0.07,212.15,0.24134557409872248,61.53210000000001,109.87875
10318,2024-11-13,Office Supplies,Consumer,East,2.0,1257.6,0.13,-138.76,-0.11033715012722646,163.488,628.8
10319,2024-11-14,Office Supplies,Consumer,East,4.0,1363.83,0.18,272.16,0.1995556630958404,245.4894,340.9575
10320,2024-11-15,Office Supplies,Home Office,Central,6.0,67.63,0.2,15.65,0.23140618068904334,13.526,11.271666666666667
10321,2024-11-16,Furniture,Home Office,East,2.0,775.7,0.34,-70.05,-0.09030553048859094,263.73800000000006,387.85
10322,2024-11-17,Technology,Home Office,South,7.0,125.16,0.03,5.46,0.0436241610738255,3.7548,17.88
10323,2024-11-18,Office Supplies,Home Office,West,3.0,845.85,0.02,-63.88,-0.07552166459774191,16.917,281.95
10324,2024-11-19,Technology,Home Office,Central,3.0,467.07,0.2,78.45,0.167961975720984,93.414,155.69
10325,2024-11-20,Technology,Consumer,Central,2.0,494.83,0.35,44.98,0.09089990501788493,173.1905,247.415
10326,2024-11-21,Office Supplies,Corporate,East,8.0,561.79,0.1,76.34,0.13588707524163834,56.179,70.22375
10327,2024-11-22,Furniture,Consumer,Central,6.0,950.87,0.32,-58.56,-0.06158570572212816,304.27840000000003,158.47833333333332
10328,2024-11-23,Office Supplies,Home Office,South,1.0,534.37,0.13,-29.24,-0.05471864064225162,69.4681,534.37
10329,2024-11-24,Furniture,Consumer,East,1.0,1112.41,0.44,-146.09,-0.1313274781780099,489.46040000000005,1112.41
10330,2024-11-25,Technology,Home Office,East,7.0,636.56,0.45,-3.23,-0.005074148548447908,286.452,90.93714285714285
10331,2024-11-26,Furniture,Home Office,East,8.0,149.11,0.15,15.19,0.10187110187110186,22.366500000000002,18.63875
10332,2024-11-27,Furniture,Consumer,East,5.0,1186.45,0.11,280.09,0.2360740022756964,130.5095,237.29000000000002
10333,2024-11-28,Furniture,Home Office,South,5.0,464.35,0.21,69.71,0.15012382900829113,97.51350000000001,92.87
10334,2024-11-29,Technology,Corporate,East,4.0,677.51,0.12,31.12,0.04593290135938953,81.3012,169.3775
10335,2024-11-30,Technology,Home Office,Central,6.0,1043.89,0.34,291.15,0.27890869727653295,354.92260000000005,173.98166666666668
10336,2024-12-01,Furniture,Corporate,South,6.0,532.06,0.41,92.4,0.1736646242904936,218.14459999999997,88.67666666666666
10337,2024-12-02,Furniture,Corporate,West,3.0,132.05,0.34,35.47,0.2686103748580083,44.897000000000006,44.01666666666667
10338,2024-12-03,Office Supplies,Home Office,West,9.0,592.19,0.41,51.77,0.08742126682314798,242.7979,65.7988888888889
10339,2024-12-04,Furniture,Consumer,Central,7.0,1419.45,0.2,-47.54,-0.03349184543309028,283.89000000000004,202.77857142857144
10340,2024-12-05,Office Supplies,Corporate,Central,1.0,980.51,0.08,-123.77,-0.12623022712669937,78.4408,980.51
10341,2024-12-06,Furniture,Consumer,South,7.0,1023.64,0.37,180.92,0.17674182329725294,378.7468,146.2342857142857
10342,2024-12-07,Office Supplies,Corporate,West,5.0,966.81,0.18,-92.25,-0.09541688646166259,174.02579999999998,193.362
10343,2024-12-08,Technology,Home Office,West,5.0,338.54,0.34,-4.66,-0.013764990843031842,115.10360000000001,67.708
10344,2024-12-09,Furniture,Home Office,West,2.0,656.58,0.14,58.84,0.0896158883913613,91.92120000000001,328.29
10345,2024-12-10,Furniture,Corporate,West,4.0,1138.86,0.04,118.43,0.10398995486714786,45.554399999999994,284.715
10346,2024-12-11,Furniture,Home Office,West,6.0,196.99,0.5,23.69,0.12025991167064318,98.495,32.83166666666667
10347,2024-12-12,Furniture,Corporate,East,7.0,452.89,0.08,-34.05,-0.0751838194705116,36.2312,64.69857142857143
10348,2024-12-13,Office Supplies,Home Office,Central,5.0,450.66,0.49,9.41,0.020880486397727775,220.82340000000002,90.132
10349,2024-12-14,Furniture,Consumer,East,9.0,676.43,0.49,86.41,0.12774418639031385,331.4507,75.15888888888888
10350,2024-12-15,Technology,Home Office,West,3.0,775.7,0.4,328.96999999999997,0.4240943663787546,310.28000000000003,258.56666666666666
10351,2024-12-16,Technology,Consumer,South,1.0,147.88,0.33,26.24,0.17744116851501215,48.8004,147.88
10352,2024-12-17,Furniture,Home Office,South,4.0,802.12,0.29,212.7,0.26517229342243054,232.61479999999997,200.53
10353,2024-12-18,Technology,Consumer,West,9.0,310.08,0.43,59.84,0.1929824561403509,133.3344,34.45333333333333
10354,2024-12-19,Furniture,Home Office,West,4.0,1457.48,0.14,169.47,0.11627603809314707,204.04720000000003,364.37
10355,2024-12-20,Furniture,Consumer,South,2.0,214.29,0.23,-13.63,-0.0636053945587755,49.2867,107.145
10356,2024-12-21,Technology,Corporate,East,5.0,635.22,0.31,95.29,0.15001101980416234,196.9182,127.04400000000001
10357,2024-12-22,Furniture,Corporate,East,3.0,1119.93,0.21,146.17,0.13051708588929664,235.1853,373.31
10358,2024-12-23,Technology,Consumer,West,9.0,1071.6,0.21,129.78,0.12110862262038075,225.03599999999997,119.06666666666666
10359,2024-12-24,Office Supplies,Home Office,East,4.0,662.96,0.17,46.67,0.07039640400627489,112.70320000000001,165.74
10360,2024-12-25,Furniture,Consumer,South,6.0,552.46,0.28,48.56,0.08789776635412519,154.68880000000001,92.07666666666667
10361,2024-12-26,Office Supplies,Home Office,East,5.0,626.54,0.43,0.31,0.000494780859961056,269.4122,125.30799999999999
10362,2024-12-27,Technology,Corporate,West,6.0,433.2,0.1,36.25,0.08367959372114497,43.32,72.2
10363,2024-12-28,Office Supplies,Home Office,South,3.0,347.73,0.47,-21.25,-0.061110631812038074,163.4331,115.91000000000001
10364,2024-12-29,Office Supplies,Corporate,East,9.0,750.41,0.34,159.33,0.21232392958516014,255.1394,83.37888888888888
10365,2024-12-30,Technology,Home Office,Central,2.0,439.37,0.41,-29.17,-0.06639051369005622,180.1417,219.685
10366,2024-12-31,Office Supplies,Home Office,South,9.0,466.82,0.28,-52.17,-0.11175613726918299,130.70960000000002,51.86888888888889
10367,2025-01-01,Office Supplies,Home Office,South,5.0,1002.3,0.39,46.42,0.0463134789983039,390.897,200.45999999999998
10368,2025-01-02,Technology,Consumer,Central,8.0,1454.38,0.01,212.69,0.14624100991487782,14.543800000000001,181.7975
10369,2025-01-03,Office Supplies,Consumer,Central,2.0,925.27,0.41,43.46,0.04697007360013834,379.36069999999995,462.635
10370,2025-01-04,Technology,Corporate,South,6.0,161.62,0.02,-4.11,-0.025430021037000372,3.2324,26.936666666666667
10371,2025-01-05,Office Supplies,Corporate,Central,3.0,159.6,0.44,16.15,0.10119047619047619,70.224,53.199999999999996
10372,2025-01-06,Technology,Consumer,West,5.0,1429.56,0.5,8.79,0.006148745068412658,714.78,285.912
10373,2025-01-07,Technology,Corporate,West,8.0,481.07,0.15,129.79,0.26979441661296694,72.1605,60.13375
10374,2025-01-08,Office Supplies,Consumer,West,1.0,183.5,0.11,48.66,0.2651771117166212,20.185,183.5
10375,2025-01-09,Office Supplies,Home Office,South,5.0,918.61,0.38,69.88,0.07607145578645998,349.0718,183.722
10376,2025-01-10,Office Supplies,Corporate,Central,3.0,954.29,0.13,-2.34,-0.0024520847960263653,124.0577,318.09666666666664
10377,2025-01-11,Furniture,Corporate,Central,4.0,990.33,0.43,179.95,0.18170710773176615,425.8419,247.5825
10378,2025-01-12,Furniture,Consumer,East,2.0,437.73,0.05,-58.43,-0.13348411121010667,21.8865,218.865
10379,2025-01-13,Furniture,Corporate,East,9.0,71.91,0.06,4.58,0.06369072451675706,4.3145999999999995,7.989999999999999
10380,2025-01-14,Technology,Corporate,Central,3.0,1449.27,0.49,1.95,0.0013455049783684199,710.1423,483.09
10381,2025-01-15,Office Supplies,Home Office,Central,2.0,413.79,0.34,109.34,0.26424031513569685,140.6886,206.895
10382,2025-01-16,Technology,Corporate,Central,9.0,1030.24,0.42,-148.97,-0.1445973753688461,432.7008,114.47111111111111
10383,2025-01-17,Furniture,Home Office,South,7.0,1074.61,0.16,106.14,0.09877071681819452,171.93759999999997,153.51571428571427
10384,2025-01-18,Office Supplies,Consumer,Central,6.0,934.51,0.34,171.29,0.18329391873816223,317.7334,155.75166666666667
10385,2025-01-19,Technology,Corporate,East,1.0,503.72,0.3,34.38,0.06825220360517747,151.116,503.72
10386,2025-01-20,Office Supplies,Home Office,South,5.0,443.09,0.3,-49.43,-0.11155747139407345,132.927,88.618
10387,2025-01-21,Technology,Consumer,Central,3.0,916.62,0.34,263.63,0.2876110056511968,311.6508,305.54
10388,2025-01-22,Office Supplies,Corporate,East,1.0,1305.84,0.29,108.52,0.08310359615266802,378.69359999999995,1305.84
10389,2025-01-23,Furniture,Consumer,South,4.0,1422.76,0.21,179.81,0.12638111838960894,298.77959999999996,355.69
10390,2025-01-24,Furniture,Corporate,Central,2.0,203.56,0.14,-8.86,-0.04352525054038121,28.498400000000004,101.78
10391,2025-01-25,Office Supplies,Consumer,Central,2.0,274.5,0.38,18.55,0.06757741347905283,104.31,137.25
10392,2025-01-26,Technology,Consumer,Central,3.0,1419.87,0.11,61.22,0.043116623352842165,156.1857,473.28999999999996
10393,2025-01-27,Furniture,Home Office,South,8.0,1117.98,0.35,-130.02,-0.1162990393388075,391.293,139.7475
10394,2025-01-28,Furniture,Consumer,East,8.0,1330.34,0.12,-136.0,-0.10222950523926215,159.64079999999998,166.2925
10395,2025-01-29,Furniture,Corporate,East,7.0,343.82,0.31,78.0,0.22686289337444013,106.5842,49.11714285714286
10396,2025-01-30,Office Supplies,Corporate,West,6.0,902.0,0.37,-37.96,-0.042084257206208425,333.74,150.33333333333334
10397,2025-01-31,Office Supplies,Home Office,Central,9.0,1066.65,0.11,-66.42,-0.06226972296442131,117.3315,118.51666666666668
10398,2025-02-01,Technology,Corporate,West,5.0,1036.16,0.03,80.0,0.0772081531809759,31.0848,207.23200000000003
10399,2025-02-02,Technology,Corporate,West,1.0,641.82,0.07,125.76,0.19594278769748527,44.927400000000006,641.82
10400,2025-02-03,Technology,Corporate,East,8.0,72.32,0.3,-8.83,-0.1220962389380531,21.695999999999998,9.04
10401,2025-02-04,Office Supplies,Consumer,South,7.0,895.24,0.42,98.09,0.10956838389705555,376.00079999999997,127.89142857142858
10402,2025-02-05,Office Supplies,Consumer,South,7.0,417.0,0.02,-40.18,-0.09635491606714629,8.34,59.57142857142857
10403,2025-02-06,Technology,Corporate,East,3.0,702.87,0.37,-93.9,-0.13359511716249095,260.0619,234.29
10404,2025-02-07,Technology,Home Office,South,4.0,1438.49,0.17,-181.63,-0.12626434664126965,244.54330000000002,359.6225
10405,2025-02-08,Office Supplies,Consumer,West,9.0,628.6,0.24,141.67,0.22537384664333437,150.864,69.84444444444445
10406,2025-02-09,Technology,Home Office,Central,6.0,1267.71,0.46,-122.86,-0.096914909561335,583.1466,211.285
10407,2025-02-10,Furniture,Corporate,East,5.0,323.38,0.17,-41.94,-0.12969262168346837,54.9746,64.676
10408,2025-02-11,Office Supplies,Corporate,Central,3.0,1025.07,0.23,48.23,0.047050445335440505,235.7661,341.69
10409,2025-02-12,Technology,Consumer,South,9.0,1466.66,0.01,328.96999999999997,0.2242987468124855,14.6666,162.96222222222224
10410,2025-02-13,Office Supplies,Corporate,Central,5.0,197.74,0.04,-6.31,-0.03191058966319409,7.9096,39.548
10411,2025-02-14,Furniture,Consumer,South,5.0,62.06,0.13,2.47,0.039800193361263295,8.0678,12.412
10412,2025-02-15,Office Supplies,Corporate,South,4.0,678.7,0.01,-89.61,-0.13203182554884338,6.787000000000001,169.675
10413,2025-02-16,Office Supplies,Corporate,West,4.0,184.31,0.32,9.6,0.052086159188324016,58.9792,46.0775
10414,2025-02-17,Office Supplies,Consumer,South,1.0,1135.16,0.21,124.78,0.1099228302618133,238.3836,1135.16
10415,2025-02-18,Office Supplies,Consumer,West,7.0,1376.1,0.27,147.12,0.10691083496838893,371.547,196.58571428571426
10416,2025-02-19,Furniture,Consumer,West,9.0,679.33,0.09,-0.28,-0.00041217081536219514,61.139700000000005,75.48111111111112
10417,2025-02-20,Office Supplies,Corporate,West,3.0,425.13,0.15,-3.41,-0.0080210759061934,63.769499999999994,141.71
10418,2025-02-21,Office Supplies,Corporate,East,2.0,679.88,0.33,-69.36,-0.10201800317703125,224.3604,339.94
10419,2025-02-22,Technology,Home Office,East,3.0,1099.0,0.48,16.55,0.015059144676979072,527.52,366.3333333333333
10420,2025-02-23,Office Supplies,Consumer,South,1.0,63.13,0.03,-6.64,-0.10517978773958497,1.8939,63.13
10421,2025-02-24,Technology,Corporate,West,6.0,904.71,0.45,176.39,0.19496855345911948,407.1195,150.785
10422,2025-02-25,Furniture,Corporate,East,7.0,939.27,0.29,267.53,0.28482757886443727,272.38829999999996,134.18142857142857
10423,2025-02-26,Furniture,Consumer,West,2.0,974.65,0.28,279.27,0.28653362745600985,272.90200000000004,487.325
10424,2025-02-27,Furniture,Home Office,Central,8.0,400.93,0.25,95.94,0.23929364228169506,100.2325,50.11625
10425,2025-02-28,Furniture,Consumer,Central,6.0,1085.38,0.03,130.63,0.12035416167609499,32.5614,180.89666666666668
10426,2025-03-01,Technology,Home Office,Central,4.0,182.52,0.04,30.19,0.16540653079114617,7.300800000000001,45.63
10427,2025-03-02,Office Supplies,Corporate,South,5.0,338.94,0.3,-7.34,-0.021655750280285595,101.682,67.788
10428,2025-03-03,Furniture,Home Office,West,8.0,1322.33,0.17,176.99,0.13384707296968232,224.7961,165.29125
10429,2025-03-04,Office Supplies,Corporate,Central,3.0,1121.15,0.46,61.71,0.05504169825625473,515.729,373.7166666666667
10430,2025-03-05,Technology,Consumer,East,3.0,69.93,0.2,4.68,0.06692406692406691,13.986000000000002,23.310000000000002
10431,2025-03-06,Technology,Consumer,Central,4.0,410.15,0.07,78.34,0.19100329147872733,28.7105,102.5375
10432,2025-03-07,Technology,Consumer,Central,1.0,360.89,0.36,-8.35,-0.023137244035578708,129.9204,360.89
10433,2025-03-08,Furniture,Home Office,Central,9.0,442.67,0.15,-3.05,-0.006890008358370794,66.4005,49.18555555555556
10434,2025-03-09,Office Supplies,Corporate,South,8.0,408.96,0.26,108.82,0.266089593114241,106.3296,51.12
10435,2025-03-10,Office Supplies,Consumer,East,8.0,140.66,0.35,-17.54,-0.12469785297881415,49.230999999999995,17.5825
10436,2025-03-11,Office Supplies,Consumer,West,6.0,715.46,0.45,49.03,0.06852933776870825,321.95700000000005,119.24333333333334
10437,2025-03-12,Technology,Corporate,East,7.0,1112.46,0.4,290.09,0.26076443197957677,444.98400000000004,158.92285714285714
10438,2025-03-13,Furniture,Consumer,West,6.0,929.76,0.34,115.91,0.12466658062295646,316.1184,154.96
10439,2025-03-14,Technology,Corporate,South,9.0,1025.66,0.34,98.34,0.09587972622506483,348.72440000000006,113.96222222222224
10440,2025-03-15,Technology,Corporate,South,3.0,167.67,0.47,30.005000000000003,0.17895270471760008,78.80489999999999,55.88999999999999
10441,2025-03-16,Office Supplies,Corporate,South,3.0,1429.66,0.15,6.4,0.00447658883930445,214.449,476.55333333333334
10442,2025-03-17,Technology,Corporate,South,3.0,1265.81,0.0,295.47,0.23342365757894157,0.0,421.93666666666667
10443,2025-03-18,Office Supplies,Corporate,West,3.0,1217.38,0.14,123.74,0.10164451527049893,170.43320000000003,405.79333333333335
10444,2025-03-19,Furniture,Home Office,Central,9.0,1243.33,0.11,101.5,0.08163560760216516,136.7663,138.14777777777778
10445,2025-03-20,Office Supplies,Consumer,West,4.0,1402.43,0.33,-147.52,-0.10518885078043111,462.80190000000005,350.6075
10446,2025-03-21,Furniture,Home Office,East,7.0,839.17,0.32,-119.82,-0.14278394127530775,268.5344,119.88142857142857
10447,2025-03-22,Office Supplies,Consumer,South,9.0,340.41,0.3,96.56,0.2836579418935989,102.123,37.82333333333334
10448,2025-03-23,Technology,Home Office,South,7.0,944.34,0.01,18.55,0.019643348793866616,9.4434,134.90571428571428
10449,2025-03-24,Technology,Corporate,East,9.0,1127.18,0.36,136.89,0.12144466722262635,405.7848,125.24222222222222
10450,2025-03-25,Furniture,Consumer,West,3.0,1119.98,0.16,-127.82,-0.11412703798282112,179.1968,373.32666666666665
10451,2025-03-26,Furniture,Consumer,Central,4.0,806.1,0.33,126.88,0.15739982632427738,266.01300000000003,201.525
10452,2025-03-27,Furniture,Home Office,Central,8.0,149.27,0.28,40.25,0.26964560862865944,41.79560000000001,18.65875
10453,2025-03-28,Office Supplies,Home Office,East,6.0,588.11,0.17,64.13,0.1090442264202275,99.9787,98.01833333333333
10454,2025-03-29,Office Supplies,Consumer,Central,5.0,1385.11,0.07,-129.16,-0.09324891163878682,96.9577,277.022
10455,2025-03-30,Furniture,Home Office,West,4.0,897.45,0.05,100.31,0.11177224357902947,44.8725,224.3625
10456,2025-03-31,Technology,Home Office,West,8.0,830.58,0.42,161.84,0.19485179031520142,348.8436,103.8225
10457,2025-04-01,Office Supplies,Home Office,East,1.0,439.84,0.46,14.47,0.03289832666424154,202.3264,439.84
10458,2025-04-02,Office Supplies,Corporate,West,9.0,584.25,0.32,143.68,0.24592212237911854,186.96,64.91666666666667
10459,2025-04-03,Office Supplies,Corporate,South,1.0,1348.25,0.05,191.33,0.14190988318190248,67.41250000000001,1348.25
10460,2025-04-04,Furniture,Home Office,East,8.0,1016.37,0.2,258.83,0.2546611962179128,203.274,127.04625
10461,2025-04-05,Furniture,Home Office,West,4.0,1191.71,0.36,155.61,0.13057706992473,429.0156,297.9275
