Order_ID,Order_Date,Category,Segment,Region,Quantity,Sales,Discount,Profit
10357,2024-12-22,Furniture,Corporate,East,3.0,1119.93,0.21,146.17
10358,2024-12-23,Technology,Consumer,West,9.0,1071.6,0.21,129.78
10359,2024-12-24,Office Supplies,Home Office,East,4.0,662.96,0.17,46.67
10360,2024-12-25,Furniture,Consumer,South,6.0,552.46,0.28,48.56
10361,2024-12-26,Office Supplies,Home Office,East,,626.54,0.43,0.31
10362,2024-12-27,Technology,Corporate,West,6.0,433.2,0.1,36.25
10363,2024-12-28,Office Supplies,Home Office,South,3.0,347.73,0.47,-21.25
10364,2024-12-29,Office Supplies,Corporate,East,9.0,750.41,0.34,159.33
10365,2024-12-30,Technology,Home Office,Central,2.0,439.37,0.41,-29.17
10366,2024-12-31,Office Supplies,Home Office,South,9.0,466.82,0.28,-52.17
10367,2025-01-01,Office Supplies,Home Office,South,5.0,1002.3,0.39,46.42
10368,2025-01-02,Technology,Consumer,Central,8.0,1454.38,0.01,212.69
10369,2025-01-03,Office Supplies,Consumer,Central,2.0,925.27,0.41,43.46
10370,2025-01-04,Technology,Corporate,South,6.0,161.62,0.02,-4.11
10371,2025-01-05,Office Supplies,Corporate,Central,3.0,159.6,0.44,16.15
10372,2025-01-06,Technology,Consumer,West,5.0,1429.56,0.5,8.79
10373,2025-01-07,Technology,Corporate,West,8.0,481.07,0.15,129.79
10374,2025-01-08,Office Supplies,Consumer,West,1.0,183.5,0.11,48.66
10375,2025-01-09,Office Supplies,Home Office,South,5.0,918.61,0.38,69.88
10376,2025-01-10,Office Supplies,Corporate,Central,3.0,954.29,0.13,-2.34
10377,2025-01-11,Furniture,Corporate,Central,4.0,990.33,0.43,179.95
10378,2025-01-12,Furniture,Consumer,East,2.0,437.73,0.05,-58.43
10379,2025-01-13,Furniture,Corporate,East,9.0,71.91,0.06,4.58
10380,2025-01-14,Technology,Corporate,Central,3.0,1449.27,0.49,1.95
10381,2025-01-15,Office Supplies,Home Office,Central,2.0,413.79,0.34,109.34
10382,2025-01-16,Technology,Corporate,Central,9.0,1030.24,0.42,-148.97
10383,2025-01-17,Furniture,Home Office,South,7.0,1074.61,0.16,106.14
10384,2025-01-18,Office Supplies,Consumer,Central,6.0,934.51,0.34,171.29
10385,2025-01-19,Technology,Corporate,East,1.0,503.72,0.3,34.38
10386,2025-01-20,Office Supplies,Home Office,South,5.0,443.09,0.3,-49.43
10387,2025-01-21,Technology,Consumer,Central,3.0,916.62,0.34,263.63
10388,2025-01-22,Office Supplies,Corporate,East,1.0,1305.84,0.29,108.52
10389,2025-01-23,Furniture,Consumer,South,4.0,1422.76,0.21,179.81
10390,2025-01-24,Furniture,Corporate,Central,2.0,203.56,0.14,-8.86
10391,2025-01-25,Office Supplies,Consumer,Central,2.0,274.5,0.38,18.55
10392,2025-01-26,Technology,Consumer,Central,3.0,1419.87,0.11,61.22
10393,2025-01-27,Furniture,Home Office,South,8.0,1117.98,0.35,-130.02
10394,2025-01-28,Furniture,Consumer,East,8.0,1330.34,0.12,-136.0
10395,2025-01-29,Furniture,Corporate,East,7.0,343.82,0.31,78.0
10396,2025-01-30,Office Supplies,Corporate,West,6.0,902.0,0.37,-37.96
10397,2025-01-31,Office Supplies,Home Office,Central,9.0,1066.65,0.11,-66.42
10398,2025-02-01,Technology,Corporate,West,,1036.16,0.03,80.0
10399,2025-02-02,Technology,Corporate,West,1.0,641.82,0.07,125.76
10400,2025-02-03,Technology,Corporate,East,8.0,72.32,0.3,-8.83
10401,2025-02-04,Office Supplies,Consumer,South,7.0,895.24,0.42,98.09
10402,2025-02-05,Office Supplies,Consumer,South,7.0,417.0,0.02,-40.18
10403,2025-02-06,Technology,Corporate,East,3.0,702.87,0.37,-93.9
10404,2025-02-07,Technology,Home Office,South,4.0,1438.49,0.17,-181.63
10405,2025-02-08,Office Supplies,Consumer,West,9.0,628.6,0.24,141.67
10406,2025-02-09,Technology,Home Office,Central,6.0,1267.71,0.46,-122.86
10407,2025-02-10,Furniture,Corporate,East,5.0,323.38,0.17,-41.94
10408,2025-02-11,Office Supplies,Corporate,Central,3.0,1025.07,0.23,48.23
10409,2025-02-12,Technology,Consumer,South,9.0,1466.66,0.01,337.03
10410,2025-02-13,Office Supplies,Corporate,Central,5.0,197.74,0.04,-6.31
10411,2025-02-14,Furniture,Consumer,South,5.0,62.06,0.13,2.47
10412,2025-02-15,Office Supplies,Corporate,South,4.0,678.7,0.01,-89.61
10413,2025-02-16,Office Supplies,Corporate,West,4.0,184.31,0.32,9.6
10414,2025-02-17,Office Supplies,Consumer,South,1.0,1135.16,0.21,124.78
10415,2025-02-18,Office Supplies,Consumer,West,7.0,1376.1,0.27,147.12
10416,2025-02-19,Furniture,Consumer,West,9.0,679.33,0.09,-0.28
10417,2025-02-20,Office Supplies,Corporate,West,3.0,425.13,0.15,-3.41
10418,2025-02-21,Office Supplies,Corporate,East,2.0,679.88,0.33,-69.36
10419,2025-02-22,Technology,Home Office,East,3.0,1099.0,0.48,16.55
10420,2025-02-23,Office Supplies,Consumer,South,1.0,63.13,0.03,-6.64
10421,2025-02-24,Technology,Corporate,West,6.0,904.71,0.45,176.39
10422,2025-02-25,Furniture,Corporate,East,7.0,939.27,0.29,267.53
10423,2025-02-26,Furniture,Consumer,West,2.0,974.65,0.28,279.27
10424,2025-02-27,Furniture,Home Office,Central,8.0,400.93,0.25,95.94
10425,2025-02-28,Furniture,Consumer,Central,6.0,1085.38,0.03,130.63
10426,2025-03-01,Technology,Home Office,Central,4.0,182.52,0.04,30.19
10427,2025-03-02,Office Supplies,Corporate,South,5.0,338.94,0.3,-7.34
10428,2025-03-03,Furniture,Home Office,West,8.0,1322.33,0.17,176.99
10429,2025-03-04,Office Supplies,Corporate,Central,3.0,1121.15,0.46,61.71
10430,2025-03-05,Technology,Consumer,East,3.0,69.93,0.2,4.68
10431,2025-03-06,Technology,Consumer,Central,4.0,410.15,0.07,78.34
10432,2025-03-07,Technology,Consumer,Central,1.0,360.89,0.36,-8.35
10433,2025-03-08,Furniture,Home Office,Central,9.0,442.67,0.15,-3.05
10434,2025-03-09,Office Supplies,Corporate,South,8.0,408.96,0.26,108.82
10435,2025-03-10,Office Supplies,Consumer,East,8.0,140.66,0.35,-17.54
10436,2025-03-11,Office Supplies,Consumer,West,6.0,715.46,0.45,49.03
10437,2025-03-12,Technology,Corporate,East,7.0,1112.46,0.4,290.09
10438,2025-03-13,Furniture,Consumer,West,6.0,929.76,0.34,115.91
10439,2025-03-14,Technology,Corporate,South,9.0,1025.66,0.34,98.34
10440,2025-03-15,Technology,Corporate,South,3.0,167.67,0.47,
10441,2025-03-16,Office Supplies,Corporate,South,3.0,1429.66,0.15,6.4
10442,2025-03-17,Technology,Corporate,South,3.0,1265.81,0.0,295.47
10443,2025-03-18,Office Supplies,Corporate,West,3.0,1217.38,0.14,123.74
10444,2025-03-19,Furniture,Home Office,Central,9.0,1243.33,0.11,101.5
10445,2025-03-20,Office Supplies,Consumer,West,4.0,1402.43,0.33,-147.52
10446,2025-03-21,Furniture,Home Office,East,7.0,839.17,0.32,-119.82
10447,2025-03-22,Office Supplies,Consumer,South,9.0,340.41,0.3,96.56
10448,2025-03-23,Technology,Home Office,South,7.0,944.34,0.01,18.55
10449,2025-03-24,Technology,Corporate,East,9.0,1127.18,0.36,136.89
10450,2025-03-25,Furniture,Consumer,West,3.0,1119.98,0.16,-127.82
10451,2025-03-26,Furniture,Consumer,Central,4.0,806.1,0.33,126.88
10452,2025-03-27,Furniture,Home Office,Central,8.0,149.27,0.28,40.25
10453,2025-03-28,Office Supplies,Home Office,East,6.0,588.11,0.17,64.13
10454,2025-03-29,Office Supplies,Consumer,Central,5.0,1385.11,0.07,-129.16
10455,2025-03-30,Furniture,Home Office,West,4.0,897.45,0.05,100.31
10456,2025-03-31,Technology,Home Office,West,8.0,830.58,0.42,161.84
10457,2025-04-01,Office Supplies,Home Office,East,1.0,439.84,0.46,14.47
10458,2025-04-02,Office Supplies,Corporate,West,9.0,584.25,0.32,143.68
10459,2025-04-03,Office Supplies,Corporate,South,1.0,1348.25,0.05,191.33
10460,2025-04-04,Furniture,Home Office,East,8.0,1016.37,0.2,258.83
10461,2025-04-05,Furniture,Home Office,West,4.0,1191.71,0.36,155.61
10462,2025-04-06,Furniture,Corporate,East,9.0,708.8,0.39,-64.44
10463,2025-04-07,Furniture,Corporate,Central,5.0,963.86,0.06,-10.25
10464,2025-04-08,Furniture,Consumer,West,3.0,410.16,0.0,-24.28
10465,2025-04-09,Technology,Consumer,South,9.0,1072.92,0.36,277.86
10466,2025-04-10,Technology,Corporate,West,9.0,670.02,0.18,128.76
10467,2025-04-11,Furniture,Home Office,East,4.0,691.69,0.13,106.78
10468,2025-04-12,Office Supplies,Home Office,East,4.0,991.52,0.01,-14.44
10469,2025-04-13,Furniture,Home Office,West,8.0,,0.27,-94.56
10470,2025-04-14,Technology,Home Office,South,2.0,142.81,0.43,27.19
10471,2025-04-15,Technology,Consumer,South,9.0,1245.88,0.48,78.95
10472,2025-04-16,Office Supplies,Corporate,South,6.0,473.96,0.28,-22.94
10473,2025-04-17,Technology,Home Office,East,9.0,693.68,0.26,88.43
10474,2025-04-18,Furniture,Consumer,West,8.0,81.77,0.04,-10.78
10475,2025-04-19,Office Supplies,Home Office,Central,7.0,486.52,0.27,-1.57
10476,2025-04-20,Furniture,Corporate,East,1.0,778.82,0.19,47.39
10477,2025-04-21,Furniture,Consumer,South,3.0,131.46,0.3,-10.97
10478,2025-04-22,Office Supplies,Corporate,West,2.0,762.09,0.19,223.36
10479,2025-04-23,Furniture,Corporate,South,5.0,1394.31,0.12,-77.95
10480,2025-04-24,Technology,Consumer,Central,5.0,202.82,0.05,-18.53
10481,2025-04-25,Furniture,Consumer,South,5.0,1158.44,0.16,-67.66
10482,2025-04-26,Office Supplies,Consumer,South,4.0,644.02,0.05,126.28
10483,2025-04-27,Office Supplies,Consumer,Central,5.0,1000.0,0.09,41.48
10484,2025-04-28,Office Supplies,Consumer,West,3.0,427.34,0.49,44.63
10485,2025-04-29,Furniture,Consumer,East,1.0,281.26,0.22,-39.53
10486,2025-04-30,Office Supplies,Consumer,West,5.0,282.67,0.27,-38.02
10487,2025-05-01,Office Supplies,Home Office,Central,9.0,152.21,0.44,7.71
10488,2025-05-02,Furniture,Corporate,South,9.0,319.19,0.5,69.42
10489,2025-05-03,Technology,Consumer,West,4.0,1013.12,0.29,251.62
10490,2025-05-04,Furniture,Home Office,East,3.0,1328.45,0.41,-147.43
10491,2025-05-05,Office Supplies,Home Office,Central,1.0,1230.48,0.16,113.53
10492,2025-05-06,Office Supplies,Home Office,West,2.0,1043.44,0.15,272.29
10493,2025-05-07,Furniture,Corporate,East,8.0,210.13,0.2,5.17
10494,2025-05-08,Technology,Consumer,Central,1.0,469.32,0.34,104.8
10495,2025-05-09,Office Supplies,Home Office,East,8.0,499.22,0.34,-44.85
10496,2025-05-10,Office Supplies,Corporate,Central,7.0,412.44,0.16,111.74
10497,2025-05-11,Office Supplies,Corporate,South,,796.76,0.07,149.9
10498,2025-05-12,Furniture,Corporate,West,6.0,826.55,0.32,226.14
10499,2025-05-13,Office Supplies,Home Office,East,9.0,567.48,0.06,87.66
10500,2025-05-14,Technology,Consumer,Central,3.0,562.99,0.29,7.62
10501,2025-05-15,Office Supplies,Home Office,East,4.0,1251.41,0.35,340.61
10502,2025-05-16,Office Supplies,Home Office,East,6.0,1194.47,0.35,-31.05
10503,2025-05-17,Technology,Consumer,West,8.0,496.3,0.38,-0.26
10504,2025-05-18,Office Supplies,Consumer,South,5.0,1374.99,0.44,227.37
10505,2025-05-19,Furniture,Consumer,East,3.0,1431.58,0.25,278.29
10506,2025-05-20,Furniture,Corporate,Central,6.0,523.78,0.37,140.49
10507,2025-05-21,Furniture,Consumer,Central,4.0,563.92,0.31,-32.62
10508,2025-05-22,Technology,Home Office,South,9.0,783.17,0.09,163.76
10509,2025-05-23,Office Supplies,Consumer,Central,3.0,1414.63,0.01,257.95
10510,2025-05-24,Furniture,Home Office,South,4.0,1320.66,0.14,-160.19
10511,2025-05-25,Technology,Corporate,Central,7.0,198.72,0.22,4.82
10512,2025-05-26,Office Supplies,Home Office,West,7.0,619.46,0.31,-14.1
10513,2025-05-27,Technology,Home Office,East,4.0,852.39,0.42,-11.06
10514,2025-05-28,Furniture,Consumer,West,6.0,779.54,0.1,227.88
10515,2025-05-29,Furniture,Consumer,East,3.0,331.1,0.06,46.11
10516,2025-05-30,Furniture,Home Office,East,6.0,1295.28,0.48,224.02
10517,2025-05-31,Technology,Consumer,East,2.0,1031.56,0.05,298.61
10518,2025-06-01,Technology,Corporate,West,8.0,1264.97,0.24,24.97
10519,2025-06-02,Furniture,Corporate,East,2.0,1295.21,0.29,273.07
10520,2025-06-03,Technology,Consumer,West,7.0,1135.12,0.27,51.69
10521,2025-06-04,Furniture,Corporate,South,9.0,686.86,0.04,165.73
10522,2025-06-05,Furniture,Consumer,Central,1.0,935.29,0.03,-64.26
10523,2025-06-06,Office Supplies,Home Office,Central,8.0,282.53,0.05,78.11
10524,2025-06-07,Technology,Home Office,East,7.0,1026.79,0.29,-52.93
10525,2025-06-08,Furniture,Corporate,West,6.0,309.92,0.27,-0.99
10526,2025-06-09,Furniture,Consumer,Central,6.0,1056.23,0.12,200.99
10527,2025-06-10,Technology,Consumer,West,6.0,382.92,0.32,10.41
10528,2025-06-11,Office Supplies,Corporate,West,9.0,220.45,0.41,27.27
10529,2025-06-12,Office Supplies,Home Office,East,2.0,289.66,0.02,14.5
10530,2025-06-13,Furniture,Corporate,Central,,52.89,0.25,9.74
10531,2025-06-14,Technology,Home Office,East,6.0,1092.17,0.34,-51.61
10532,2025-06-15,Office Supplies,Consumer,East,50.0,13343.76,0.13,-137.55
10533,2025-06-16,Technology,Home Office,Central,3.0,796.65,0.15,-11.98
10534,2025-06-17,Technology,Corporate,Central,50.0,3407.76,0.31,18.02
10535,2025-06-18,Furniture,Consumer,South,9.0,171.15,0.45,-12.73
10536,2025-06-19,Office Supplies,Corporate,South,1.0,77.74,0.4,0.75
10537,2025-06-20,Furniture,Corporate,West,3.0,290.33,0.29,8.71
10538,2025-06-21,Office Supplies,Home Office,Central,8.0,1341.74,0.37,-166.61
10539,2025-06-22,Office Supplies,Corporate,South,3.0,400.23,0.18,45.02
10540,2025-06-23,Office Supplies,Home Office,West,4.0,563.69,0.32,
10541,2025-06-24,Office Supplies,Consumer,West,8.0,202.75,0.23,-16.57
10542,2025-06-25,Office Supplies,Home Office,West,1.0,372.42,0.09,44.32
10543,2025-06-26,Technology,Consumer,South,6.0,802.88,0.35,119.74
10544,2025-06-27,Furniture,Home Office,Central,1.0,931.24,0.28,36.04
10545,2025-06-28,Technology,Corporate,East,1.0,405.76,0.18,67.15
10546,2025-06-29,Office Supplies,Home Office,West,,133.71,0.46,4.66
10547,2025-06-30,Furniture,Home Office,South,4.0,617.0,0.01,47.56
10548,2025-07-01,Office Supplies,Consumer,South,1.0,389.59,0.16,-57.15
10549,2025-07-02,Furniture,Corporate,East,7.0,368.35,0.03,59.41
10550,2025-07-03,Technology,Home Office,East,5.0,1441.8,0.38,212.82
10551,2025-07-04,Furniture,Corporate,South,5.0,943.64,0.35,-125.24
10552,2025-07-05,Furniture,Home Office,Central,1.0,857.47,0.17,13.47
10553,2025-07-06,Furniture,Home Office,East,6.0,652.87,0.34,
10554,2025-07-07,Furniture,Corporate,South,9.0,671.97,0.2,26.43
10555,2025-07-08,Furniture,Home Office,East,9.0,834.31,0.38,63.3
10556,2025-07-09,Office Supplies,Corporate,Central,8.0,1059.82,0.23,274.99
10557,2025-07-10,Furniture,Home Office,West,5.0,1068.11,0.21,184.54
10558,2025-07-11,Furniture,Consumer,East,1.0,298.96,0.47,33.46
10559,2025-07-12,Technology,Corporate,Central,9.0,775.16,0.13,162.02
10560,2025-07-13,Furniture,Home Office,South,1.0,647.34,0.06,154.69
10561,2025-07-14,Technology,Home Office,East,8.0,1312.26,0.29,72.96
10562,2025-07-15,Office Supplies,Consumer,East,5.0,965.56,0.48,61.6
10563,2025-07-16,Furniture,Corporate,South,3.0,822.13,0.19,19.5
10564,2025-07-17,Technology,Home Office,West,7.0,217.32,0.03,61.94
10565,2025-07-18,Technology,Consumer,South,7.0,928.17,0.17,151.96
10566,2025-07-19,Office Supplies,Home Office,East,9.0,219.95,0.25,-24.76
10567,2025-07-20,Furniture,Corporate,South,7.0,538.95,0.08,128.45
10568,2025-07-21,Furniture,Home Office,Central,3.0,257.12,0.33,17.03
10569,2025-07-22,Technology,Home Office,South,1.0,1053.51,0.5,-125.43
10570,2025-07-23,Furniture,Home Office,East,8.0,349.07,0.23,33.99
10571,2025-07-24,Technology,Home Office,South,3.0,618.2,0.18,23.32
10572,2025-07-25,Furniture,Consumer,West,8.0,1348.73,0.2,330.42
10573,2025-07-26,Technology,Consumer,South,8.0,346.26,0.06,-20.15
10574,2025-07-27,Furniture,Corporate,West,5.0,786.32,0.44,174.49
10575,2025-07-28,Office Supplies,Consumer,Central,1.0,657.94,0.21,66.43
10576,2025-07-29,Furniture,Consumer,West,,76.28,0.19,-9.57
10577,2025-07-30,Furniture,Corporate,South,5.0,1199.5,0.33,344.65
10578,2025-07-31,Office Supplies,Consumer,East,8.0,150.12,0.22,12.11
10579,2025-08-01,Furniture,Consumer,West,9.0,737.67,0.32,-14.09
10580,2025-08-02,Office Supplies,Corporate,Central,7.0,862.98,0.03,52.84
10581,2025-08-03,Furniture,Corporate,West,7.0,961.22,0.41,226.88
10582,2025-08-04,Technology,Corporate,West,1.0,1048.52,0.47,-13.41
10583,2025-08-05,Technology,Home Office,West,4.0,417.24,0.32,-26.41
10584,2025-08-06,Furniture,Home Office,Central,2.0,64.47,0.48,-5.93
10585,2025-08-07,Furniture,Corporate,South,2.0,1098.99,0.08,-17.54
10586,2025-08-08,Furniture,Corporate,West,2.0,826.7,0.24,166.18
10587,2025-08-09,Technology,Corporate,West,4.0,1262.37,0.3,78.56
10588,2025-08-10,Furniture,Home Office,East,1.0,1241.01,0.29,-59.11
10589,2025-08-11,Technology,Home Office,Central,4.0,1272.82,0.2,-95.74
10590,2025-08-12,Office Supplies,Consumer,West,2.0,753.39,0.17,-0.2
10591,2025-08-13,Technology,Consumer,Central,5.0,533.76,0.06,145.7
10592,2025-08-14,Technology,Corporate,West,3.0,1197.76,0.2,5.22
10593,2025-08-15,Office Supplies,Home Office,South,8.0,704.38,0.08,207.55
10594,2025-08-16,Technology,Home Office,South,4.0,315.99,0.37,21.6
10595,2025-08-17,Furniture,Home Office,West,1.0,1289.71,0.1,-89.48
10596,2025-08-18,Furniture,Corporate,South,1.0,1329.71,0.03,333.77
10597,2025-08-19,Technology,Consumer,West,3.0,726.15,0.28,41.51
10598,2025-08-20,Furniture,Corporate,South,9.0,159.76,0.3,27.06
10599,2025-08-21,Technology,Consumer,East,,612.35,0.44,179.22
10600,2025-08-22,Furniture,Consumer,East,2.0,1215.13,0.29,-154.83
10601,2025-08-23,Furniture,Corporate,East,9.0,1357.57,0.17,-144.56
10602,2025-08-24,Technology,Consumer,Central,2.0,345.04,0.4,60.11
10603,2025-08-25,Furniture,Consumer,Central,,147.11,0.27,-3.41
10604,2025-08-26,Technology,Home Office,East,2.0,1322.16,0.04,-88.67
10605,2025-08-27,Furniture,Consumer,Central,3.0,614.64,0.28,-81.31
10606,2025-08-28,Furniture,Corporate,South,6.0,835.55,0.45,-117.12
10607,2025-08-29,Office Supplies,Corporate,West,9.0,1453.7,0.2,288.59
10608,2025-08-30,Office Supplies,Consumer,West,9.0,146.52,0.15,-13.11
10609,2025-08-31,Technology,Home Office,West,7.0,990.06,0.07,59.87
10610,2025-09-01,Office Supplies,Home Office,East,3.0,157.45,0.08,19.31
10611,2025-09-02,Technology,Consumer,Central,4.0,594.43,0.22,25.42
10612,2025-09-03,Office Supplies,Consumer,South,6.0,1215.53,0.3,-167.5
10613,2025-09-04,Furniture,Corporate,South,5.0,678.53,0.04,137.45
10614,2025-09-05,Technology,Consumer,East,2.0,1495.91,0.47,-217.31
10615,2025-09-06,Technology,Home Office,South,6.0,860.64,0.38,165.97
10616,2025-09-07,Furniture,Consumer,South,3.0,515.69,0.29,129.95
10617,2025-09-08,Technology,Corporate,South,8.0,369.16,0.41,16.53
10618,2025-09-09,Technology,Corporate,South,2.0,558.25,0.04,50.8
10619,2025-09-10,Office Supplies,Corporate,Central,1.0,590.17,0.24,38.15
10620,2025-09-11,Technology,Corporate,South,9.0,149.63,0.32,3.76
10621,2025-09-12,Furniture,Corporate,West,3.0,585.88,0.41,146.08
10622,2025-09-13,Office Supplies,Consumer,East,1.0,723.15,0.39,182.43
10623,2025-09-14,Office Supplies,Consumer,Central,7.0,1097.97,0.14,1.23
10624,2025-09-15,Furniture,Consumer,South,5.0,1002.26,0.47,127.07
10625,2025-09-16,Furniture,Consumer,Central,5.0,1077.71,0.06,287.87
10626,2025-09-17,Office Supplies,Corporate,South,1.0,62.13,0.44,17.58
10627,2025-09-18,Technology,Home Office,West,9.0,365.62,0.49,28.9
10628,2025-09-19,Office Supplies,Consumer,East,7.0,1009.44,0.09,54.28
10629,2025-09-20,Furniture,Home Office,South,8.0,751.78,0.36,-18.48
10630,2025-09-21,Office Supplies,Consumer,South,9.0,57.7,0.02,16.24
10631,2025-09-22,Furniture,Consumer,South,6.0,1216.52,0.2,-104.3
10632,2025-09-23,Office Supplies,Home Office,South,5.0,1170.57,0.26,129.84
10633,2025-09-24,Technology,Corporate,East,6.0,845.21,0.29,-19.32
10634,2025-09-25,Office Supplies,Consumer,East,2.0,146.37,0.47,-3.58
10635,2025-09-26,Office Supplies,Consumer,West,4.0,1161.45,0.34,37.44
10636,2025-09-27,Furniture,Consumer,East,3.0,896.38,0.24,268.43
10637,2025-09-28,Furniture,Home Office,South,7.0,,0.4,-148.29
10638,2025-09-29,Furniture,Corporate,West,9.0,1140.03,0.48,125.8
10639,2025-09-30,Office Supplies,Home Office,West,5.0,1214.35,0.01,-137.03
10640,2025-10-01,Technology,Home Office,West,6.0,801.11,0.49,-64.46
10641,2025-10-02,Furniture,Corporate,South,2.0,253.47,0.04,12.12
10642,2025-10-03,Furniture,Home Office,Central,3.0,1023.18,0.41,81.55
10643,2025-10-04,Office Supplies,Corporate,South,3.0,949.69,0.14,-31.86
10644,2025-10-05,Furniture,Consumer,East,9.0,1126.27,0.07,
10645,2025-10-06,Technology,Corporate,East,7.0,296.33,0.22,-32.85
10646,2025-10-07,Technology,Consumer,South,8.0,332.71,0.32,-4.51
10647,2025-10-08,Furniture,Home Office,South,9.0,1341.09,0.19,382.15
10648,2025-10-09,Furniture,Home Office,West,6.0,1137.47,0.03,312.94
10649,2025-10-10,Office Supplies,Consumer,South,4.0,1366.93,0.3,0.95
10650,2025-10-11,Technology,Home Office,West,1.0,1150.14,0.45,122.93
10651,2025-10-12,Technology,Corporate,East,8.0,915.88,0.19,237.5
10652,2025-10-13,Furniture,Consumer,West,7.0,998.49,0.11,-146.99
10653,2025-10-14,Office Supplies,Home Office,South,2.0,1339.24,0.22,287.68
10654,2025-10-15,Technology,Consumer,East,8.0,889.27,0.02,246.12
10655,2025-10-16,Technology,Corporate,Central,5.0,966.97,0.41,-105.31
10656,2025-10-17,Office Supplies,Corporate,West,7.0,276.89,0.41,-21.42
10657,2025-10-18,Office Supplies,Home Office,East,4.0,737.19,0.29,208.14
10658,2025-10-19,Technology,Corporate,West,5.0,1088.78,0.18,100.05
10659,2025-10-20,Technology,Consumer,East,8.0,442.87,0.4,
10660,2025-10-21,Office Supplies,Corporate,East,1.0,343.27,0.28,-11.69
10661,2025-10-22,Technology,Consumer,West,1.0,505.05,0.41,26.5
10662,2025-10-23,Furniture,Consumer,Central,,400.18,0.32,64.75
10663,2025-10-24,Furniture,Corporate,East,3.0,361.62,0.39,65.06
10664,2025-10-25,Office Supplies,Home Office,East,2.0,666.03,0.3,198.44
10665,2025-10-26,Office Supplies,Corporate,East,3.0,1366.37,0.21,-28.17
10666,2025-10-27,Office Supplies,Consumer,Central,1.0,785.24,0.48,72.4
10667,2025-10-28,Furniture,Consumer,Central,1.0,322.48,0.27,29.02
10668,2025-10-29,Technology,Corporate,South,6.0,161.61,0.3,5.26
10669,2025-10-30,Furniture,Home Office,West,5.0,1059.43,0.11,-78.27
10670,2025-10-31,Technology,Home Office,Central,8.0,605.06,0.31,175.38
10671,2025-11-01,Furniture,Consumer,West,2.0,1241.65,0.29,290.54
10672,2025-11-02,Technology,Consumer,South,4.0,1006.29,0.09,74.72
10673,2025-11-03,Furniture,Home Office,West,8.0,1204.55,0.03,
10674,2025-11-04,Office Supplies,Corporate,Central,6.0,444.32,0.3,-21.21
10675,2025-11-05,Furniture,Consumer,West,1.0,1053.92,0.38,99.81
10676,2025-11-06,Technology,Consumer,Central,4.0,432.89,0.26,70.45
10677,2025-11-07,Furniture,Home Office,West,1.0,1411.65,0.11,115.51
10678,2025-11-08,Furniture,Corporate,Central,2.0,972.74,0.33,287.57
10679,2025-11-09,Furniture,Home Office,Central,5.0,520.54,0.04,65.12
10680,2025-11-10,Office Supplies,Corporate,West,8.0,440.79,0.22,7.47
10681,2025-11-11,Furniture,Corporate,South,8.0,326.84,0.08,64.54
10682,2025-11-12,Office Supplies,Corporate,East,3.0,1057.23,0.09,-77.49
10683,2025-11-13,Office Supplies,Consumer,South,4.0,367.14,0.1,8.46
10684,2025-11-14,Furniture,Home Office,West,6.0,913.19,0.19,5.6
10685,2025-11-15,Furniture,Home Office,South,3.0,433.72,0.03,19.22
10686,2025-11-16,Furniture,Corporate,Central,2.0,1009.85,0.2,203.79
10687,2025-11-17,Technology,Consumer,East,6.0,1231.66,0.26,83.6
10688,2025-11-18,Furniture,Consumer,West,5.0,1178.14,0.24,244.24
10689,2025-11-19,Office Supplies,Home Office,West,5.0,1153.23,0.19,126.19
10690,2025-11-20,Furniture,Consumer,West,5.0,322.2,0.42,1.27
10691,2025-11-21,Technology,Consumer,East,5.0,178.16,0.07,38.21
10692,2025-11-22,Furniture,Corporate,Central,3.0,1063.48,0.25,-45.48
10693,2025-11-23,Technology,Consumer,West,7.0,584.1,0.03,-28.64
10694,2025-11-24,Technology,Corporate,South,6.0,676.9,0.04,52.14
10695,2025-11-25,Furniture,Home Office,West,4.0,95.17,0.29,-3.1
10696,2025-11-26,Office Supplies,Consumer,West,2.0,426.39,0.28,-62.21
10697,2025-11-27,Technology,Home Office,West,9.0,98.83,0.44,14.01
10698,2025-11-28,Furniture,Home Office,West,1.0,1324.82,0.28,105.98
10699,2025-11-29,Furniture,Consumer,Central,4.0,402.93,0.48,20.34
10700,2025-11-30,Office Supplies,Consumer,South,1.0,858.14,0.02,244.69
10701,2025-12-01,Technology,Home Office,Central,6.0,106.52,0.05,11.4
10702,2025-12-02,Technology,Consumer,South,4.0,1016.93,0.02,242.58
10703,2025-12-03,Furniture,Corporate,West,5.0,518.39,0.09,-45.23
10704,2025-12-04,Furniture,Corporate,East,5.0,1351.98,0.27,143.5
10705,2025-12-05,Office Supplies,Consumer,Central,9.0,1337.77,0.32,321.86
10706,2025-12-06,Office Supplies,Home Office,East,1.0,521.67,0.02,58.63
10707,2025-12-07,Technology,Consumer,Central,2.0,1356.39,0.47,234.8
10708,2025-12-08,Technology,Consumer,West,6.0,1494.43,0.42,26.03
10709,2025-12-09,Furniture,Home Office,Central,5.0,1246.85,0.15,-135.16
10710,2025-12-10,Technology,Home Office,West,7.0,1275.06,0.04,71.47
10711,2025-12-11,Office Supplies,Corporate,Central,3.0,411.06,0.08,
10712,2025-12-12,Office Supplies,Home Office,West,3.0,886.22,0.06,212.85
10713,2025-12-13,Furniture,Corporate,West,2.0,147.52,0.06,-5.93
