Transaction_ID,Amount,Time,Location,Transaction_Type,Fraud
TXN101179,363.73,1014,Bengaluru,Bank Transfer,0
TXN101180,1312.77,1096,Nashik,Mobile Payment,0
TXN101181,4411.64,1332,Delhi,Mobile Payment,0
TXN101182,2747.14,859,Mumbai,ATM,0
TXN101183,228.04,1209,Nagpur,Mobile Payment,0
TXN101184,407.63,1276,Nashik,Mobile Payment,0
TXN101185,2809.53,12,Delhi,ATM,0
TXN101186,410.56,298,Mumbai,Bank Transfer,0
TXN101187,876.0,1099,Mumbai,ATM,0
TXN101188,1900.84,1074,Bengaluru,Online,0
TXN101189,416.4,786,Bengaluru,ATM,0
TXN101190,1218.5,148,Nagpur,Online,0
TXN101191,288.87,121,Mumbai,ATM,0
TXN101192,601.02,1234,Hyderabad,Online,0
TXN101193,1509.87,1303,Aurangabad,Online,0
TXN101194,222.96,537,Mumbai,ATM,0
TXN101195,1703.56,1179,Delhi,Mobile Payment,0
TXN101196,1075.31,1261,Bengaluru,POS,0
TXN101197,1905.48,375,Aurangabad,Mobile Payment,0
TXN101198,1371.85,81,Hyderabad,Online,0
TXN101199,4290.42,491,Bengaluru,ATM,0
TXN101200,1242.93,355,Hyderabad,ATM,0
TXN101201,713.79,924,Bengaluru,ATM,0
TXN101202,1239.29,1296,Bengaluru,ATM,0
TXN101203,1888.05,1067,Mumbai,POS,0
TXN101204,1151.55,1004,Pune,Bank Transfer,0
TXN101205,1142.06,122,Mumbai,Online,0
TXN101206,1508.77,1372,Bengaluru,POS,1
TXN101207,565.15,707,Aurangabad,Mobile Payment,0
TXN101208,269.72,329,Mumbai,Bank Transfer,0
TXN101209,6308.02,1432,Bengaluru,Bank Transfer,0
TXN101210,316.12,990,Bengaluru,ATM,0
TXN101211,548.45,322,Mumbai,POS,0
TXN101212,534.64,1134,Mumbai,Mobile Payment,0
TXN101213,2683.63,769,Aurangabad,ATM,0
TXN101214,816.52,1112,Hyderabad,ATM,0
TXN101215,3818.99,432,Mumbai,Online,0
TXN101216,559.2,709,Nagpur,Bank Transfer,0
TXN101217,1449.53,793,Delhi,Mobile Payment,0
TXN101218,475.64,711,Nagpur,Bank Transfer,0
TXN101219,9368.88,1122,Aurangabad,POS,0
TXN101220,334.42,538,Pune,Online,0
TXN101221,3883.04,600,Nagpur,ATM,1
TXN101222,2066.84,1169,Hyderabad,Online,0
TXN101223,1658.72,256,Bengaluru,ATM,0
TXN101224,911.15,1212,Delhi,Online,0
TXN101225,963.12,1263,Nashik,ATM,0
TXN101226,1145.75,870,Delhi,Bank Transfer,0
TXN101227,946.71,898,Nagpur,Bank Transfer,0
TXN101228,2875.2,808,Nashik,Bank Transfer,0
TXN101229,10001.83,676,Aurangabad,Bank Transfer,0
TXN101230,627.98,270,Hyderabad,Online,0
TXN101231,278.72,549,Delhi,ATM,0
TXN101232,1003.97,1137,Pune,Bank Transfer,0
TXN101233,14468.21,1362,Nashik,Online,0
TXN101234,490.94,567,Nashik,ATM,0
TXN101235,5648.34,985,Delhi,Online,0
TXN101236,5870.53,358,Nagpur,Bank Transfer,0
TXN101237,630.44,1357,Nashik,POS,0
TXN101238,1937.17,1192,Aurangabad,Online,0
TXN101239,5588.11,1362,Delhi,Bank Transfer,0
TXN101240,750.6,797,Aurangabad,Mobile Payment,0
TXN101241,894.64,1284,Delhi,ATM,0
TXN101242,612.97,886,Aurangabad,Bank Transfer,0
TXN101243,397.52,1222,Nagpur,Mobile Payment,0
TXN101244,572.91,210,Delhi,Online,0
TXN101245,322.49,286,Hyderabad,Online,0
TXN101246,1134.65,742,Bengaluru,Mobile Payment,0
TXN101247,507.77,1046,Pune,Mobile Payment,0
TXN101248,1385.46,1132,Nagpur,ATM,0
TXN101249,231.39,295,Aurangabad,Online,0
TXN101250,1526.73,5,Hyderabad,Mobile Payment,0
TXN101251,2523.82,549,Delhi,POS,0
TXN101252,149.35,680,Nagpur,POS,0
TXN101253,1594.09,794,Aurangabad,Mobile Payment,0
TXN101254,3743.1,202,Mumbai,ATM,0
TXN101255,327.13,324,Mumbai,Online,0
TXN101256,5840.5,824,Nashik,POS,0
TXN101257,1667.4,243,Pune,Mobile Payment,0
TXN101258,541.85,326,Mumbai,Mobile Payment,0
TXN101259,1037.15,986,Bengaluru,Bank Transfer,0
TXN101260,1916.64,1070,Aurangabad,Mobile Payment,0
TXN101261,1183.23,760,Nagpur,ATM,0
TXN101262,1879.49,1036,Delhi,POS,0
TXN101263,436.73,906,Nagpur,Bank Transfer,0
TXN101264,1299.01,1403,Nashik,POS,0
TXN101265,266.74,364,Hyderabad,POS,0
TXN101266,981.2,1365,Nagpur,ATM,0
TXN101267,444.12,1244,Mumbai,Mobile Payment,0
TXN101268,525.56,72,Nagpur,ATM,0
TXN101269,3774.76,1069,Mumbai,Mobile Payment,0
TXN101270,3265.96,273,Mumbai,Bank Transfer,0
TXN101271,2016.54,207,Pune,ATM,0
TXN101272,367.85,123,Nashik,ATM,0
TXN101273,799.18,1033,Bengaluru,Online,0
TXN101274,3688.95,1352,Bengaluru,ATM,0
TXN101275,2664.76,1210,Aurangabad,Online,1
TXN101276,11151.5,542,Bengaluru,Mobile Payment,0
TXN101277,1625.09,59,Mumbai,Mobile Payment,0
TXN101278,1328.82,898,Delhi,Mobile Payment,0
TXN101279,805.03,885,Nashik,Online,0
TXN101280,1253.31,781,Aurangabad,Mobile Payment,0
TXN101281,941.55,441,Bengaluru,POS,0
TXN101282,2226.33,1240,Bengaluru,ATM,0
TXN101283,2854.64,910,Delhi,Online,0
TXN101284,499.7,1025,Nagpur,Mobile Payment,0
TXN101285,1070.74,831,Nashik,POS,1
TXN101286,174.83,1007,Delhi,ATM,0
TXN101287,4771.26,1379,Bengaluru,ATM,1
TXN101288,363.81,625,Nashik,Mobile Payment,0
TXN101289,127.37,1188,Nashik,POS,0
TXN101290,1617.41,997,Bengaluru,Online,0
TXN101291,13266.53,733,Nagpur,Mobile Payment,0
TXN101292,1090.0,90,Nagpur,ATM,0
TXN101293,2536.37,166,Bengaluru,ATM,0
TXN101294,1190.14,958,Nashik,ATM,0
TXN101295,993.38,206,Delhi,Mobile Payment,0
TXN101296,2749.23,1305,Pune,Bank Transfer,0
TXN101297,820.35,1088,Mumbai,Bank Transfer,0
TXN101298,1432.81,515,Nagpur,Bank Transfer,0
TXN101299,1512.77,1180,Bengaluru,POS,0
TXN101300,562.23,746,Hyderabad,Mobile Payment,0
TXN101301,2957.33,305,Pune,ATM,0
TXN101302,920.61,394,Nagpur,POS,0
TXN101303,515.05,1097,Hyderabad,Bank Transfer,0
TXN101304,1875.27,186,Nashik,Online,0
TXN101305,1731.6,1360,Bengaluru,POS,1
TXN101306,1127.98,622,Pune,POS,0
TXN101307,1086.68,729,Bengaluru,Mobile Payment,0
TXN101308,3248.33,239,Delhi,POS,0
TXN101309,1762.87,532,Delhi,Mobile Payment,0
TXN101310,1069.53,140,Aurangabad,Online,0
TXN101311,2484.35,1288,Mumbai,ATM,0
TXN101312,4403.73,138,Mumbai,ATM,0
TXN101313,1915.65,458,Nagpur,Bank Transfer,0
TXN101314,1108.05,69,Mumbai,Bank Transfer,0
TXN101315,295.35,384,Bengaluru,Online,0
TXN101316,378.0,629,Bengaluru,ATM,0
TXN101317,808.17,197,Aurangabad,Bank Transfer,0
TXN101318,596.15,204,Hyderabad,POS,0
TXN101319,909.62,567,Delhi,Mobile Payment,0
TXN101320,1160.55,981,Hyderabad,Bank Transfer,0
TXN101321,1862.53,804,Hyderabad,Online,0
TXN101322,1021.98,858,Pune,ATM,0
TXN101323,1783.8,881,Pune,Online,0
TXN101324,1169.67,973,Delhi,Mobile Payment,0
TXN101325,517.84,639,Nashik,Mobile Payment,1
TXN101326,428.66,324,Delhi,Online,0
TXN101327,949.48,441,Pune,Bank Transfer,0
TXN101328,327.11,803,Hyderabad,Bank Transfer,0
TXN101329,1998.05,287,Nagpur,ATM,0
TXN101330,5068.25,225,Aurangabad,ATM,0
TXN101331,3709.91,1087,Hyderabad,POS,0
TXN101332,885.86,966,Delhi,POS,0
TXN101333,4869.4,937,Nashik,ATM,0
TXN101334,1272.41,559,Hyderabad,POS,0
TXN101335,2355.34,713,Nagpur,Online,1
TXN101336,593.83,497,Delhi,Bank Transfer,0
TXN101337,810.4,848,Nagpur,POS,0
TXN101338,743.84,925,Hyderabad,POS,0
TXN101339,1300.39,59,Delhi,Online,0
TXN101340,1287.65,1420,Nagpur,Mobile Payment,0
TXN101341,1099.98,256,Bengaluru,ATM,0
TXN101342,3062.29,576,Mumbai,Online,1
TXN101343,3607.05,238,Nagpur,Mobile Payment,0
TXN101344,2834.31,37,Bengaluru,Online,0
TXN101345,248.42,24,Hyderabad,Bank Transfer,0
TXN101346,85.29,409,Mumbai,Online,0
TXN101347,2791.46,460,Pune,Online,0
TXN101348,279.53,987,Mumbai,Bank Transfer,0
TXN101349,875.88,356,Nagpur,ATM,0
TXN101350,340.32,382,Aurangabad,Mobile Payment,0
TXN101351,180.91,1181,Aurangabad,POS,0
TXN101352,1884.58,568,Pune,ATM,0
TXN101353,2342.92,1071,Nagpur,Online,0
TXN101354,616.15,1351,Mumbai,POS,0
TXN101355,82.18,432,Aurangabad,Bank Transfer,0
TXN101356,1482.14,55,Delhi,ATM,1
TXN101357,1622.63,576,Nashik,Mobile Payment,0
TXN101358,249.91,267,Nagpur,ATM,0
TXN101359,1317.33,68,Bengaluru,ATM,0
TXN101360,1079.97,901,Bengaluru,POS,0
TXN101361,1957.24,792,Delhi,Bank Transfer,0
TXN101362,1235.93,256,Delhi,Bank Transfer,0
TXN101363,414.44,671,Nagpur,ATM,0
TXN101364,3628.49,489,Nashik,Bank Transfer,0
TXN101365,935.86,745,Aurangabad,POS,0
TXN101366,1067.1,48,Nashik,POS,0
TXN101367,1396.69,315,Pune,Mobile Payment,1
TXN101368,703.96,412,Mumbai,Bank Transfer,0
TXN101369,452.69,433,Mumbai,Mobile Payment,0
TXN101370,922.47,1025,Delhi,Online,0
TXN101371,6073.61,1168,Aurangabad,POS,0
TXN101372,278.13,1389,Nashik,ATM,0
TXN101373,218.42,419,Delhi,POS,0
TXN101374,4775.1,843,Nagpur,Online,0
TXN101375,889.51,915,Delhi,ATM,0
TXN101376,561.68,433,Nagpur,Bank Transfer,0
TXN101377,3102.32,642,Nagpur,Bank Transfer,0
TXN101378,598.47,56,Pune,POS,0
TXN101379,6809.06,963,Pune,ATM,0
TXN101380,2160.13,976,Nagpur,ATM,0
TXN101381,673.23,1201,Hyderabad,Mobile Payment,0
TXN101382,9483.5,1316,Aurangabad,Online,0
TXN101383,598.42,45,Pune,Bank Transfer,0
TXN101384,2303.29,1193,Pune,POS,0
TXN101385,1479.25,1294,Mumbai,ATM,0
TXN101386,4030.89,416,Delhi,Bank Transfer,0
TXN101387,5226.57,847,Mumbai,POS,0
TXN101388,4214.91,138,Aurangabad,Bank Transfer,1
TXN101389,516.25,246,Pune,POS,0
TXN101390,1737.1,1171,Bengaluru,Bank Transfer,0
TXN101391,556.84,229,Hyderabad,Mobile Payment,0
TXN101392,8212.29,791,Pune,Online,0
TXN101393,1257.07,636,Nashik,Bank Transfer,0
TXN101394,761.03,373,Aurangabad,Online,0
TXN101395,1319.07,1103,Bengaluru,Bank Transfer,0
TXN101396,285.11,737,Delhi,ATM,0
TXN101397,415.04,1088,Delhi,Mobile Payment,0
TXN101398,3642.46,87,Bengaluru,Mobile Payment,0
TXN101399,568.56,1111,Delhi,Online,0
TXN101400,384.94,712,Hyderabad,ATM,0
TXN101401,1875.54,1227,Bengaluru,POS,0
TXN101402,3589.27,1405,Aurangabad,Mobile Payment,0
TXN101403,2250.6,600,Bengaluru,ATM,0
TXN101404,2969.2,538,Bengaluru,ATM,0
TXN101405,514.5,213,Nashik,Online,0
TXN101406,264.59,73,Nashik,ATM,0
TXN101407,4921.33,60,Mumbai,ATM,0
TXN101408,794.19,697,Aurangabad,POS,0
TXN101409,853.35,1242,Aurangabad,Online,0
TXN101410,4138.94,11,Nashik,Online,0
TXN101411,1912.62,813,Nagpur,ATM,0
TXN101412,1730.02,1438,Nagpur,POS,0
TXN101413,9556.74,31,Mumbai,Bank Transfer,0
TXN101414,576.22,1183,Hyderabad,Mobile Payment,0
TXN101415,2773.43,1000,Nagpur,Online,0
TXN101416,1160.97,236,Nagpur,POS,0
TXN101417,1434.53,1204,Nagpur,POS,0
TXN101418,5056.7,557,Hyderabad,ATM,0
TXN101419,1822.27,1364,Pune,Mobile Payment,0
TXN101420,1878.63,1103,Mumbai,Online,0
TXN101421,3205.13,646,Nashik,Bank Transfer,0
TXN101422,761.32,986,Nagpur,ATM,0
TXN101423,473.8,819,Delhi,Online,0
TXN101424,385.75,472,Bengaluru,Online,0
TXN101425,153.49,111,Pune,POS,0
TXN101426,8571.58,1315,Hyderabad,Mobile Payment,0
TXN101427,363.87,382,Hyderabad,Bank Transfer,0
TXN101428,878.97,16,Hyderabad,Mobile Payment,0
TXN101429,831.46,492,Nagpur,POS,0
TXN101430,1491.3,1354,Bengaluru,Bank Transfer,0
TXN101431,2479.31,925,Bengaluru,Bank Transfer,0
TXN101432,2592.75,1429,Pune,ATM,0
TXN101433,612.12,116,Mumbai,Bank Transfer,0
TXN101434,927.86,879,Hyderabad,Online,0
TXN101435,1454.74,114,Delhi,Mobile Payment,0
TXN101436,855.18,813,Delhi,Mobile Payment,0
TXN101437,5471.71,643,Delhi,ATM,0
TXN101438,1791.8,1359,Hyderabad,Bank Transfer,0
TXN101439,2286.73,335,Nagpur,POS,0
TXN101440,2127.88,921,Pune,Online,0
TXN101441,3545.64,146,Hyderabad,ATM,0
TXN101442,1314.25,121,Delhi,Bank Transfer,0
TXN101443,299.82,80,Bengaluru,POS,0
TXN101444,1635.47,684,Hyderabad,Bank Transfer,0
TXN101445,571.72,661,Bengaluru,ATM,0
TXN101446,646.38,374,Aurangabad,POS,0
TXN101447,1971.13,62,Hyderabad,POS,0
TXN101448,3783.04,503,Aurangabad,POS,0
TXN101449,1120.21,667,Pune,POS,0
TXN101450,1493.43,448,Hyderabad,Bank Transfer,0
TXN101451,6016.22,867,Nagpur,POS,0
TXN101452,1395.14,1345,Nagpur,Bank Transfer,0
TXN101453,14789.65,679,Mumbai,POS,0
TXN101454,1930.45,1189,Mumbai,POS,0
TXN101455,188.53,460,Delhi,ATM,0
TXN101456,2329.34,458,Nashik,Bank Transfer,0
TXN101457,5314.68,1212,Bengaluru,Bank Transfer,1
TXN101458,3982.85,463,Mumbai,Mobile Payment,0
TXN101459,2149.91,911,Nagpur,ATM,0
TXN101460,954.84,378,Bengaluru,Bank Transfer,0
TXN101461,322.37,1025,Nashik,ATM,0
TXN101462,889.78,363,Mumbai,ATM,0
TXN101463,468.47,71,Pune,ATM,0
TXN101464,613.68,637,Aurangabad,Online,0
TXN101465,1975.5,1193,Mumbai,Bank Transfer,0
TXN101466,5824.94,1228,Hyderabad,ATM,0
TXN101467,1627.29,336,Mumbai,Online,0
TXN101468,331.66,194,Hyderabad,Online,0
TXN101469,1710.61,1011,Pune,POS,0
TXN101470,3628.71,652,Nagpur,POS,0
TXN101471,595.99,1298,Delhi,Bank Transfer,0
TXN101472,959.09,6,Pune,POS,0
TXN101473,1112.86,904,Delhi,Bank Transfer,0
TXN101474,500.25,978,Mumbai,Online,0
TXN101475,2097.04,565,Nagpur,Online,0
TXN101476,971.7,615,Nashik,Bank Transfer,0
TXN101477,1668.25,572,Mumbai,POS,0
TXN101478,451.47,598,Pune,POS,0
TXN101479,708.07,769,Nashik,Bank Transfer,0
TXN101480,2258.33,1201,Aurangabad,Mobile Payment,0
TXN101481,755.34,241,Nashik,POS,0
TXN101482,6166.98,1226,Pune,ATM,0
TXN101483,735.36,1103,Bengaluru,POS,0
TXN101484,1372.91,765,Nashik,Mobile Payment,0
TXN101485,2786.64,383,Pune,Online,0
TXN101486,265.51,390,Bengaluru,Online,0
TXN101487,188.52,895,Mumbai,Online,0
TXN101488,238.49,687,Bengaluru,POS,0
TXN101489,3876.1,1149,Nagpur,Online,0
TXN101490,631.53,46,Aurangabad,Mobile Payment,0
TXN101491,14160.32,618,Bengaluru,Mobile Payment,0
TXN101492,623.75,463,Nagpur,POS,0
TXN101493,1318.9,122,Nagpur,ATM,0
TXN101494,5126.15,133,Nagpur,POS,0
TXN101495,8152.61,840,Bengaluru,Online,0
TXN101496,8617.1,848,Pune,POS,0
TXN101497,3671.54,606,Hyderabad,Mobile Payment,0
TXN101498,3053.56,22,Pune,POS,0
TXN101499,1983.32,565,Aurangabad,POS,0
TXN101500,2388.36,765,Pune,ATM,0
TXN101501,631.95,964,Delhi,Mobile Payment,0
TXN101502,483.86,234,Pune,Bank Transfer,0
TXN101503,1092.94,995,Pune,Bank Transfer,0
TXN101504,925.02,1082,Pune,Mobile Payment,0
TXN101505,696.99,1187,Mumbai,Bank Transfer,0
TXN101506,2200.38,825,Aurangabad,Online,0
TXN101507,2850.66,215,Delhi,Bank Transfer,0
TXN101508,1198.0,1206,Pune,Online,0
TXN101509,4805.57,656,Hyderabad,Mobile Payment,0
TXN101510,350.13,934,Aurangabad,Bank Transfer,0
TXN101511,903.56,1113,Nashik,Bank Transfer,0
TXN101512,535.49,310,Mumbai,Online,0
TXN101513,169.6,556,Bengaluru,Online,0
TXN101514,1009.61,971,Hyderabad,POS,0
TXN101515,970.93,256,Pune,ATM,0
TXN101516,4981.32,532,Hyderabad,Bank Transfer,0
TXN101517,2060.72,51,Delhi,ATM,0
TXN101518,393.79,1361,Mumbai,ATM,0
TXN101519,7002.99,1194,Delhi,Bank Transfer,0
TXN101520,3718.34,1090,Bengaluru,Online,0
TXN101521,1962.74,299,Bengaluru,POS,0
TXN101522,874.38,671,Hyderabad,Mobile Payment,0
TXN101523,420.13,777,Mumbai,Bank Transfer,0
TXN101524,755.81,831,Nashik,Bank Transfer,0
TXN101525,3257.61,231,Hyderabad,Mobile Payment,0
TXN101526,7219.83,974,Aurangabad,ATM,0
TXN101527,5131.96,1091,Mumbai,POS,0
TXN101528,672.6,27,Nagpur,ATM,0
TXN101529,357.95,1074,Bengaluru,Mobile Payment,0
TXN101530,1262.55,1283,Nashik,Mobile Payment,0
TXN101531,187.08,590,Hyderabad,POS,0
TXN101532,1515.0,784,Bengaluru,Mobile Payment,0
TXN101533,946.15,619,Nagpur,Mobile Payment,0
TXN101534,688.12,585,Nashik,POS,0
TXN101535,222.58,1001,Bengaluru,Bank Transfer,0
TXN101536,1832.8,183,Nagpur,ATM,0
TXN101537,643.74,1046,Nagpur,Bank Transfer,0
TXN101538,340.39,128,Bengaluru,Bank Transfer,0
TXN101539,62.04,290,Hyderabad,ATM,0
TXN101540,1066.87,500,Bengaluru,Bank Transfer,0
TXN101541,6452.68,185,Delhi,POS,0
TXN101542,12859.53,478,Mumbai,ATM,1
TXN101543,694.3,491,Mumbai,Online,0
TXN101544,600.52,512,Nashik,Bank Transfer,0
TXN101545,1752.46,1090,Aurangabad,Mobile Payment,0
TXN101546,404.08,466,Bengaluru,ATM,0
TXN101547,3167.89,284,Hyderabad,Online,1
TXN101548,2359.21,600,Delhi,Mobile Payment,0
TXN101549,13214.58,1123,Mumbai,Online,1
TXN101550,992.12,188,Mumbai,Bank Transfer,0
TXN101551,894.55,988,Hyderabad,Mobile Payment,0
TXN101552,455.78,889,Delhi,Bank Transfer,0
TXN101553,479.68,387,Pune,Mobile Payment,0
TXN101554,874.39,240,Delhi,ATM,0
TXN101555,1583.46,416,Hyderabad,POS,0
TXN101556,2734.17,175,Mumbai,POS,0
TXN101557,491.19,386,Aurangabad,Online,0
TXN101558,4878.97,852,Pune,Mobile Payment,0
TXN101559,836.21,1256,Hyderabad,Bank Transfer,0
TXN101560,1073.45,662,Hyderabad,ATM,0
TXN101561,519.46,451,Nagpur,ATM,0
TXN101562,97.1,276,Delhi,ATM,0
TXN101563,2654.59,1252,Nagpur,POS,0
TXN101564,2291.23,1194,Pune,Bank Transfer,0
TXN101565,827.72,212,Pune,ATM,0
TXN101566,1172.61,1305,Pune,ATM,0
TXN101567,1837.09,40,Nashik,Online,0
TXN101568,229.86,1145,Delhi,Mobile Payment,0
TXN101569,646.1,1250,Hyderabad,Mobile Payment,0
TXN101570,2426.64,293,Bengaluru,Mobile Payment,0
TXN101571,312.85,599,Aurangabad,Online,0
TXN101572,1470.79,1290,Aurangabad,POS,0
TXN101573,282.43,540,Hyderabad,Online,0
TXN101574,1748.35,450,Nagpur,ATM,0
TXN101575,1058.24,1084,Hyderabad,Bank Transfer,0
TXN101576,218.08,1170,Nagpur,ATM,0
TXN101577,3514.81,789,Bengaluru,ATM,0
TXN101578,526.06,333,Nagpur,Bank Transfer,0
TXN101579,487.72,890,Delhi,Mobile Payment,0
TXN101580,1340.19,1165,Mumbai,Online,0
TXN101581,3458.66,43,Nagpur,POS,0
TXN101582,397.1,143,Pune,ATM,0
TXN101583,1166.4,332,Nagpur,ATM,0
TXN101584,1683.81,997,Pune,POS,0
TXN101585,2193.18,1419,Nashik,Online,0
TXN101586,1308.24,54,Mumbai,ATM,0
TXN101587,759.74,1330,Mumbai,POS,0
TXN101588,479.34,869,Bengaluru,ATM,0
TXN101589,1195.29,796,Delhi,Mobile Payment,0
TXN101590,375.35,324,Hyderabad,Mobile Payment,0
TXN101591,59.07,79,Delhi,ATM,0
TXN101592,1696.9,1054,Aurangabad,ATM,0
TXN101593,2707.92,984,Nashik,Mobile Payment,0
TXN101594,103.24,1135,Bengaluru,ATM,0
TXN101595,399.52,557,Delhi,Online,0
TXN101596,2036.84,864,Pune,Online,0
TXN101597,8582.63,716,Nashik,Bank Transfer,0
TXN101598,2706.44,471,Mumbai,Online,1
TXN101599,529.53,73,Hyderabad,ATM,0
TXN101600,913.34,588,Hyderabad,ATM,0
TXN101601,4336.73,1410,Pune,POS,0
TXN101602,574.81,563,Bengaluru,Online,0
TXN101603,493.15,1435,Bengaluru,Mobile Payment,0
TXN101604,676.72,466,Nashik,Mobile Payment,0
TXN101605,422.7,598,Mumbai,Bank Transfer,0
TXN101606,1239.76,991,Delhi,POS,0
TXN101607,5567.37,736,Pune,Mobile Payment,0
TXN101608,1514.86,993,Pune,Bank Transfer,0
TXN101609,852.05,247,Mumbai,Online,0
TXN101610,819.09,1143,Pune,POS,0
TXN101611,229.71,66,Hyderabad,POS,0
TXN101612,2652.11,572,Delhi,ATM,0
TXN101613,1014.51,1350,Delhi,Online,0
TXN101614,915.55,702,Delhi,POS,0
TXN101615,26718.4,469,Mumbai,Bank Transfer,0
TXN101616,1478.46,492,Nagpur,Mobile Payment,0
TXN101617,517.09,662,Nagpur,Online,0
TXN101618,715.97,285,Bengaluru,Online,0
TXN101619,3458.0,311,Bengaluru,POS,0
TXN101620,1228.16,308,Hyderabad,POS,0
TXN101621,260.27,774,Pune,POS,0
TXN101622,2749.65,1120,Delhi,Bank Transfer,0
TXN101623,562.2,964,Pune,ATM,0
TXN101624,7138.78,1136,Mumbai,POS,0
TXN101625,3229.39,455,Pune,ATM,0
TXN101626,701.12,131,Aurangabad,ATM,0
TXN101627,3948.21,929,Nagpur,Online,0
TXN101628,1173.63,964,Pune,Mobile Payment,0
TXN101629,2572.86,928,Pune,Mobile Payment,0
TXN101630,1780.65,120,Nashik,Bank Transfer,0
TXN101631,470.43,1220,Hyderabad,Bank Transfer,0
TXN101632,576.2,633,Pune,Mobile Payment,0
TXN101633,3071.62,896,Aurangabad,Mobile Payment,0
TXN101634,784.64,771,Nagpur,Online,0
TXN101635,732.42,1062,Nashik,Online,0
TXN101636,1538.36,565,Hyderabad,Mobile Payment,1
TXN101637,1675.05,511,Mumbai,POS,0
TXN101638,8625.9,1184,Bengaluru,POS,0
TXN101639,377.08,288,Mumbai,Online,0
TXN101640,1123.52,199,Nagpur,ATM,0
TXN101641,4501.75,527,Bengaluru,Mobile Payment,0
TXN101642,1012.68,916,Mumbai,Bank Transfer,0
TXN101643,1723.95,1271,Hyderabad,POS,0
TXN101644,379.03,1406,Aurangabad,ATM,0
TXN101645,1682.96,1241,Pune,POS,0
TXN101646,909.46,1110,Nagpur,ATM,0
TXN101647,2938.72,1105,Bengaluru,Mobile Payment,0
TXN101648,12290.19,1085,Nashik,Mobile Payment,1
TXN101649,14611.49,798,Pune,Mobile Payment,0
TXN101650,5907.99,1065,Mumbai,Online,1
TXN101651,1518.98,11,Mumbai,ATM,0
TXN101652,1331.93,832,Nashik,Bank Transfer,0
TXN101653,770.34,840,Aurangabad,Bank Transfer,0
TXN101654,1538.38,642,Hyderabad,Mobile Payment,0
TXN101655,816.15,1138,Hyderabad,Bank Transfer,0
TXN101656,1297.85,1241,Nashik,POS,0
TXN101657,4095.31,105,Nagpur,ATM,0
TXN101658,400.8,690,Nashik,ATM,0
TXN101659,3428.5,527,Mumbai,ATM,0
TXN101660,4093.33,845,Aurangabad,POS,0
TXN101661,974.51,892,Aurangabad,Online,0
TXN101662,131.39,386,Delhi,POS,0
TXN101663,597.16,1249,Nashik,ATM,0
TXN101664,4011.8,480,Nagpur,ATM,0
TXN101665,1071.84,407,Mumbai,ATM,0
TXN101666,403.71,897,Pune,Bank Transfer,0
TXN101667,661.97,710,Hyderabad,Online,0
TXN101668,2541.78,638,Hyderabad,POS,0
TXN101669,1894.54,1044,Hyderabad,ATM,0
TXN101670,2603.43,814,Aurangabad,Mobile Payment,1
TXN101671,759.89,917,Hyderabad,Online,0
TXN101672,741.18,202,Nashik,Mobile Payment,0
TXN101673,435.98,416,Delhi,Online,0
TXN101674,5515.82,415,Nagpur,ATM,0
TXN101675,794.47,84,Nagpur,Online,0
TXN101676,3703.96,166,Bengaluru,Online,0
TXN101677,5020.66,383,Hyderabad,ATM,0
TXN101678,2975.93,467,Mumbai,Mobile Payment,0
TXN101679,712.21,1095,Aurangabad,Mobile Payment,0
TXN101680,1642.1,809,Mumbai,Bank Transfer,0
TXN101681,1070.42,996,Hyderabad,Mobile Payment,0
TXN101682,444.21,472,Delhi,Mobile Payment,0
TXN101683,1516.8,992,Pune,Online,0
TXN101684,337.3,1281,Hyderabad,Bank Transfer,0
TXN101685,3596.37,274,Pune,ATM,0
TXN101686,689.1,1043,Pune,ATM,0
TXN101687,2762.7,489,Nagpur,POS,1
TXN101688,1455.77,325,Aurangabad,Bank Transfer,0
TXN101689,846.49,528,Hyderabad,Online,0
TXN101690,1971.78,891,Mumbai,POS,0
TXN101691,682.05,88,Mumbai,POS,0
TXN101692,2620.96,485,Delhi,ATM,0
TXN101693,285.44,707,Pune,Mobile Payment,0
TXN101694,1244.36,349,Aurangabad,Online,0
TXN101695,7623.03,1107,Aurangabad,Bank Transfer,0
TXN101696,403.3,386,Delhi,POS,0
TXN101697,556.83,86,Nashik,Online,0
TXN101698,1833.36,306,Aurangabad,ATM,0
TXN101699,1312.36,1177,Aurangabad,POS,0
TXN101700,1557.18,439,Mumbai,POS,0
TXN101701,1788.6,739,Delhi,ATM,0
TXN101702,2068.79,263,Hyderabad,ATM,0
TXN101703,3326.58,976,Aurangabad,ATM,0
TXN101704,1652.13,734,Aurangabad,Online,0
TXN101705,861.56,420,Mumbai,Online,0
TXN101706,2148.6,492,Hyderabad,Online,0
TXN101707,7331.11,632,Hyderabad,Mobile Payment,0
TXN101708,960.42,992,Aurangabad,POS,0
TXN101709,413.84,410,Mumbai,Online,0
TXN101710,3317.88,172,Nashik,Mobile Payment,0
TXN101711,972.26,3,Nagpur,POS,0
TXN101712,124.88,853,Bengaluru,Online,0
TXN101713,2559.13,985,Mumbai,ATM,0
TXN101714,2144.41,1133,Mumbai,Bank Transfer,1
TXN101715,1001.71,1060,Aurangabad,Online,0
TXN101716,1528.41,582,Mumbai,Bank Transfer,0
TXN101717,4571.67,1054,Delhi,Online,1
TXN101718,2229.32,380,Pune,ATM,0
